#CODE;ENGLISH;;;;;;;;;x 
e_germany;Germania;;;;;;;;;x 
CHRONICLE_HERESY_TAKEOVER_PLAYER_IS_OLD;There was much talk of the [From.Religion.GetName] faith now becoming so prevalent that the [FromFrom.Religion.GetName] had come to be considered a heresy.;;;;;;;;;x 
CHRONICLE_PLAYER_REFORMED_RELIGION;[Root.GetTitledName] led the reformation of the [Root.Religion.GetName], and copies of [Root.Religion.GetScriptureName] were spread and read everywhere to honor [Root.Religion.GetRandomGodName].;;;;;;;;;x 
CHRONICLE_OTHER_REFORMED_PLAYERS_RELIGION;The [Root.Religion.GetName] faith was reformed, and copies of [Root.Religion.GetScriptureName] were spread and read everywhere to honor [Root.Religion.GetRandomGodName].;;;;;;;;;x 
CHRONICLE_PATRON_DEITY_SHIVA;[Root.GetTitledName] declared that Shiva would henceforth be [Root.GetHerHis] patron.;;;;;;;;;x 
CHRONICLE_PATRON_DEITY_VISHNU;[Root.GetTitledName] declared that Vishnu would henceforth be [Root.GetHerHis] patron.;;;;;;;;;x 
CHRONICLE_PATRON_DEITY_BRAHMA;[Root.GetTitledName] declared that Brahma would henceforth be [Root.GetHerHis] patron.;;;;;;;;;x 
CHRONICLE_PATRON_DEITY_KALI;[Root.GetTitledName] declared that Kali would henceforth be [Root.GetHerHis] patron.;;;;;;;;;x 
CHRONICLE_PATRON_DEITY_GANESHA;[Root.GetTitledName] declared that Ganesha would henceforth be [Root.GetHerHis] patron.;;;;;;;;;x 
CHRONICLE_PATRON_DEITY_GANGA;[Root.GetTitledName] declared that Ganga would henceforth be [Root.GetHerHis] patron.;;;;;;;;;x 
CHRONICLE_CHANGE_HINDU_BRANCH_TO_SHAIVIST;It became known that [Root.GetTitledName] now honored the Shaivist tradition.;;;;;;;;;x 
CHRONICLE_CHANGE_HINDU_BRANCH_TO_VAISHNAVIST;It became known that [Root.GetTitledName] now honored the Vaishnavist tradition.;;;;;;;;;x 
CHRONICLE_CHANGE_HINDU_BRANCH_TO_SHAKTIST;It became known that [Root.GetTitledName] now honored the Shaktist tradition.;;;;;;;;;x 
CHRONICLE_CHANGE_HINDU_BRANCH_TO_SMARTIST;It became known that [Root.GetTitledName] now honored the Smartist tradition.;;;;;;;;;x 
CHRONICLE_CHANGE_BUDDHIST_BRANCH_TO_MAHAYANA;It became known that [Root.GetTitledName] now honored the Mahayana tradition.;;;;;;;;;x 
CHRONICLE_CHANGE_BUDDHIST_BRANCH_TO_VAJRAYANA;It became known that [Root.GetTitledName] now honored the Vajrayana tradition.;;;;;;;;;x 
CHRONICLE_CHANGE_BUDDHIST_BRANCH_TO_THERAVADA;It became known that [Root.GetTitledName] now honored the Theravada tradition.;;;;;;;;;x 
CHRONICLE_CHANGE_JAIN_BRANCH_TO_DIGAMBARA;It became known that [Root.GetTitledName] now honored the Digambara tradition.;;;;;;;;;x 
CHRONICLE_CHANGE_JAIN_BRANCH_TO_SVETAMBARA;It became known that [Root.GetTitledName] now honored the Svetambara tradition.;;;;;;;;;x 
CHRONICLE_PILGRIMAGE_TO_JERUSALEM;[Root.GetTitledName] made a pious pilgrimage to Jerusalem.;;;;;;;;;x 
CHRONICLE_PILGRIMAGE_TO_CONSTANTINOPLE;[Root.GetTitledName] made a pious pilgrimage to Constantinople.;;;;;;;;;x 
CHRONICLE_PILGRIMAGE_TO_ANTIOCH;[Root.GetTitledName] made a pious pilgrimage to Antioch.;;;;;;;;;x 
CHRONICLE_PILGRIMAGE_TO_AXUM;[Root.GetTitledName] made a pious pilgrimage to Axum.;;;;;;;;;x 
CHRONICLE_PILGRIMAGE_TO_ROME;[Root.GetTitledName] made a pious pilgrimage to Rome.;;;;;;;;;x 
CHRONICLE_PILGRIMAGE_TO_CANTERBURY;[Root.GetTitledName] made a pious pilgrimage to Canterbury.;;;;;;;;;x 
CHRONICLE_PILGRIMAGE_TO_KOLN;[Root.GetTitledName] made a pious pilgrimage to Köln.;;;;;;;;;x 
CHRONICLE_PILGRIMAGE_TO_SANTIAGO;[Root.GetTitledName] made a pious pilgrimage to Santiago.;;;;;;;;;x 
CHRONICLE_WENT_ON_HAJJ;[Root.GetTitledName] undertook a Hajj to Mecca.;;;;;;;;;x 
CHRONICLE_HELD_BLOT;[Root.GetTitledName] held a great blot at [Root.Location.GetName].;;;;;;;;;x 
#CHRONICLE_PLAYER_INHERITANCE_NORMAL;[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName] succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].;;;;;;;;;x 
#CHRONICLE_PLAYER_INHERITANCE_NEW_RELIGION;[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName], following the [Root.Religion.GetName] faith, succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].;;;;;;;;;x 
#CHRONICLE_PLAYER_INHERITANCE_NEW_CULTURE;[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName], of [Root.Culture.GetName] culture, succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].;;;;;;;;;x 
#CHRONICLE_PLAYER_INHERITANCE_NEW_CULTURE_AND_RELIGION;[From.GetTitledName] [From.GetDeathReason] on [GetDateText]. [Root.GetTitledName], a [Root.Culture.GetName] of the [Root.Religion.GetName] faith, succeeded [From.GetHerHim] and thus became the new [Root.GetHighestTitle].;;;;;;;;;x 
CHRONICLE_PLAYER_ACQUIRED_NICKNAME;[Root.GetTitledName], through deeds and character, came to be known as [Root.GetTitledFirstNameWithNick].;;;;;;;;;x 
CHRONICLE_HERESY_SPREAD;The [From.Religion.GetName] heresy spread its woeful presence in the province of [From.GetName].;;;;;;;;;x 
CHRONICLE_BECAME_KSHATRIYA;[Root.GetTitledFirstNameWithNick] ascended to the Kshatriya caste, claiming new prestige for [Root.GetHerHis] dynasty among [Root.Religion.GetName] rulers.;;;;;;;;;x 
#CHRONICLE_WON_BATTLE_FOUGHT;[Root.GetTitledName] was victorious in the battle of [Root.Location.GetName] against the army of [From.Topliege.GetTitledName], commanded by [From.GetTitledName].;;;;;;;;;x 
#CHRONICLE_LOST_BATTLE_FOUGHT;[Root.GetTitledName] lost the battle of [Root.Location.GetName] against the army of [From.Topliege.GetTitledName], commanded by [From.GetTitledName].;;;;;;;;;x 
#CHRONICLE_WON_BATTLE_BUT_DIDNT_FIGHT;The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was victorious in the battle of [Root.Location.GetName] against the armies of [From.Topliege.GetTitledName].;;;;;;;;;x 
#CHRONICLE_LOST_BATTLE_BUT_DIDNT_FIGHT;The army of [Root.TopLiege.GetTitledName], commanded by [Root.GetTitledName], was defeated in the battle of [Root.Location.GetName] against the armies of [From.Topliege.GetTitledName].;;;;;;;;;x 
CHRONICLE_CAPTURED_MAJOR_SETTLEMENT_MYSELF;[Root.GetTitledName] successfully led [Root.GetHerHis] armies, taking [From.GetName] from the enemy.;;;;;;;;;x 
CHRONICLE_MY_FORCES_CAPTURED_MAJOR_SETTLEMENT;The armies of [Root.TopLiege.PrimaryTitle.GetName], led by [Root.GetTitledName], captured [From.GetName].;;;;;;;;;x 
CHRONICLE_ENEMY_FORCES_CAPTURED_MAJOR_SETTLEMENT;[From.Owner.TopLiege.PrimaryTitle.GetName] lost [From.GetName] to the forces of [Root.TopLiege.GetTitledName].;;;;;;;;;x 
CHRONICLE_UNITED_INDIA;[Root.GetDynName] established control of all the empires of India, thus declaring [Root.GetHerselfHimself] [Root.GetTitle];;;;;;;;;x 
CHRONICLE_VIKING_AGE_BEGINS;Norsemen set sail in their longships and to trade and raid beyond their northern homelands in ever increasing numbers, signalling the beginning of a new age.;;;;;;;;;x 
EVTTITLE_CM_503;Start of the Viking Age;;;;;;;;;x 
EVTDESC_CM_503;The centralization of power in Scandinavia, along with a rapid population expansion, has begun to drive its denizens to look beyond the home shores in earnest. New developments in shipbuilding, an adventurous spirit and a fearless belief in the Gods are now taking Norse seafarers across the seas towards distant lands. They arrive as traders, raiders and conquerors, and they call themselves 'Vikings'...;;;;;;;;;x 
EVTOPTA_CM_503;From the fury of the Northmen deliver us!;;;;;;;;;x 
EVTOPTB_CM_503;To new shores!;;;;;;;;;x 
EVTOPTC_CM_503;I do not see how this concerns us.;;;;;;;;;x 
viking_age_shipyards_and_tech_tooltip;The Viking Age begins - Norse provinces receive shipyards and increased shipbuilding technology.\n;;;;;;;;;x 
EVTDESC_CM_5000;You have, since a while, taken to wearing a pair of heavy, shaggy breeches for protection while practising your combat skills. Because of this, your kinsmen and friends have started to call you 'Ragnarr Lodbrok'.;;;;;;;;;x 
EVTOPTA_CM_5000;I guess there is nothing I can do about it.;;;;;;;;;x 
EVTDESC_CM_5001;Lately, you son Ragnarr has taken to wearing a pair of heavy, shaggy breeches for protection while practising his combat skills. Because of this, your kinsmen and friends have started calling him '[From.GetFirstName] Loðbrok'.;;;;;;;;;x 
EVTOPTA_CM_5001;I like it!;;;;;;;;;x 
convert_to_french;Embrace Carolingian Renaissance;;;;;;;;;x 
convert_to_french_desc;In our Realm, latin ways and words are increasingly melding in with our Germanic heritage. This tendency is seen above all in learned texts and matters of state and religion. Perhaps we should take the step in earnest and promote this cultural change...;;;;;;;;;x 
convert_to_scottish;Embrace Scottish Culture;;;;;;;;;x 
convert_to_scottish_desc;Many of our subjects are adopting new ways and traditions brought in by foreigners, integrating them with local customs. Perhaps we should do the same...;;;;;;;;;x 
convert_to_andalusian;Embrace Andalusian Culture;;;;;;;;;x 
convert_to_andalusian_desc;Southern Spain is a melting pot of old and new, Christian and Muslim, Iberian and Arabic. Out of all this, a new Andalusian identity is emerging. Perhaps it is time we recognized it as our own...;;;;;;;;;x 
convert_to_castillan;Embrace Castillan Culture;;;;;;;;;x 
convert_to_castillan_desc;As local traditions evolve, many people in our realm are now identifying themselves as Castillan rather than Iberians. We could do the same...;;;;;;;;;x 
convert_to_catalan;Embrace Catalan Culture;;;;;;;;;x 
convert_to_catalan_desc;As local traditions evolve, many people in our realm are now identifying themselves as Catalan rather than Iberians. We could do the same...;;;;;;;;;x 
convert_to_portuguese;Embrace Portugese Culture;;;;;;;;;x 
convert_to_portuguese_desc;As local traditions evolve, many people in our realm are now identifying themselves as Portuguese. We could do the same...;;;;;;;;;x 
convert_to_dutch;Embrace Dutch Culture;;;;;;;;;x 
convert_to_dutch_desc;Distinct cultural traditions are evolving in the Low Countries, with many people now calling themselves Dutch. We could embrace this change ourselves...;;;;;;;;;x 
convert_to_italian;Embrace Italian Culture;;;;;;;;;x 
convert_to_italian_desc;More and more of our people are becoming completely latinized, adopting Italian customs and speech. Perhaps it is time we did the same...;;;;;;;;;x 
convert_to_occitan;Embrace Occitan Culture;;;;;;;;;x 
convert_to_occitan_desc;Under the influence of Latin culture, many people in our realm are now adopting Occitan traditions, no longer identifying themselves as Iberians. We could do the same...;;;;;;;;;x 
EVTTITLE_CM_4000;The Knights of the Sun;;;;;;;;;x 
EVTDESC_CM_4000;A new holy order has been founded for the defense and preservation of the reformed and expanding Zunist religion. They call themselves 'Knights of the Sun' and are sworn to stand steadfast in battle, protect the faithful and help spread the light of Zun the Justice-Giver to new lands. Many young warriors are already flocking to their golden standard.;;;;;;;;;x 
EVTOPTA_CM_4000;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
EVTDESC_CM_4002;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Knights of the Sun in their holy mission to protect the faithful, even though this will forever disinherit him.;;;;;;;;;x 
EVTTOOLTIP_CM_4003;[This.GetTitledFirstName] becomes a Knight of the Sun.;;;;;;;;;x 
EVTDESC_CM_4006;Great [Root.PrimaryTitle.GetRulerTitle], your extremely generous donation will aid us greatly as we ride into battle against the enemies of [Root.Religion.GetRandomGodName]! May His light always shine upon you and illuminate your being!\n\nFor the Knights of the Sun,\n\n[From.GetTitledFirstName];;;;;;;;;x 
EVTDESC_CM_4010;Most righteous [Root.GetTitledFirstName], our Order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nIn His light,\n\n[From.GetTitledFirstName];;;;;;;;;x 
EVTDESC_CM_4011;The Knights of the Sun have constructed a castle in [Root.GetName]!;;;;;;;;;x 
EVTDESC_CM_4013;Your Majesty, why this unreasonable enmity towards our Order? The Knights of the Sun seek only to serve [Root.Religion.GetRandomGodName] and protect the faithful! Where is your dedication to our faith?\n\nWith sadness,\n\n[From.GetTitledFirstName];;;;;;;;;x 
EVTOPTA_CM_4013;Spare me your lamentations!;;;;;;;;;x 
hold_zun_feast;Hold Festival of the Sun;;;;;;;;;x 
hold_zun_feast_desc;Hold a Festival of the Sun with your vassals and courtiers, celebrating the summer solstice and paying homage to Zun the Giver of Light and Justice.;;;;;;;;;x 
holding_zun_feast;Holding Festival of the Sun;;;;;;;;;x 
EVTDESC_CM_4100;You have begun preparations for the Festival of the Sun. You send out messengers with invitations to your vassals, expecting all to come and honor [Root.Religion.GetRandomGodName].;;;;;;;;;x 
EVTOPTA_CM_4100;Come all to celebrate His Light!;;;;;;;;;x 
EVTDESC_CM_4101;Dear vassal,\nI hereby invite you to attend the celebration of the Festival of the Sun at [From.Capital.GetName].\n\nYour Liege,\n[From.GetTitledName];;;;;;;;;x 
EVTOPTA_CM_4101;I look forward to it!;;;;;;;;;x 
EVTDESC_CM_4102;Your vassal, [From.GetTitledName], has refused your invitation to the Festival of the Sun.;;;;;;;;;x 
EVTDESC_CM_4120;The Festival of the Sun is about to start, and in accordance with tradition, the festivities begin on a sunny morning. Large crowds have gathered around, and priests walk among them distributing blessings in the name of [Root.Religion.GetRandomGodName].;;;;;;;;;x 
EVTOPTA_CM_4120;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
EVTDESC_CM_4196;The Festival of the Sun is over for this time. [Root.Religion.GetRandomGodName] has been properly honored and the realm is looking forward to a bright future under His blinding gaze.;;;;;;;;;x 
EVTOPTA_CM_4196;Until next time!;;;;;;;;;x 
EVTTITLE_CM_4130;Walking Under the Sun;;;;;;;;;x 
EVTDESC_CM_4130;The time has come for one of the main events of the Festival of the Sun - the ceremony known as Walking Under the Sun. A sunny day is chosen, and on it Zun's faithful walk barefoot around the circumference of the temple nintey-nine times, all the while chanting pious rhymes. It is a ritual of physical and spiritual cleansing, as well as a tribute to the Radiant Lord Zun.\n\nIt is known both for inspiring great piety and for causing great physical and mental exertion.;;;;;;;;;x 
EVTOPTA_CM_4130;Together we shall walk in His light!;;;;;;;;;x 
EVTDESC_CM_4131;You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. On the seventy-third lap around the temple, you start to feel a weakness and pain in your legs. You try to move forwards but your head is pounding and you struggle for breath. As you fall to your knees, you start to vomit on the ground.;;;;;;;;;x 
EVTOPTA_CM_4131;Aaagh!;;;;;;;;;x 
EVTDESC_CM_4133;You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you start to see new and clearer perspectives on some things that previously seemed too mysterious to fathom. The sun is just a large cheese and the moon speaks soothing words about your feet. Oh those feet, how they bother you. Maybe you should cut them off?;;;;;;;;;x 
EVTOPTA_CM_4133;Behold my illumination!;;;;;;;;;x 
EVTDESC_CM_4135;You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you start to feel a strange presence entering your mind. Yes, yes... the little devils that dwell underground in darkness have come to you and are sitting on your shoulder, invisible, telling you strange secrets!;;;;;;;;;x 
EVTOPTA_CM_4135;Now everything will be different!;;;;;;;;;x 
EVTDESC_CM_4137;You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you turn your face upwards towards the Sun. You feel the light and warmth coarse through your mind and body, and shudder with excitement. Only now have you fully understood!;;;;;;;;;x 
EVTOPTA_CM_4137;Praise His sacred light!;;;;;;;;;x 
EVTDESC_CM_4139;You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you press on. You feel this ordeal is hardening you and giving you new strength. Perhaps you should take to doing similar exercises more frequently once the festival is over?;;;;;;;;;x 
EVTOPTA_CM_4139;This is making me strong!;;;;;;;;;x 
EVTDESC_CM_4141;You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, your mind wanders and you start to see new perspectives and angles on some familiar problems. Perhaps you should start thinking outside your usual patterns?;;;;;;;;;x 
EVTOPTA_CM_4141;Hmm...;;;;;;;;;x 
EVTDESC_CM_4143;You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you turn your face upwards towards the Sun. As you feel His strong warmth and presence embrace you, you open your eyes and stare into His face to embrace the divine mysteries to be seen therein. You stare for a long while...;;;;;;;;;x 
EVTOPTA_CM_4143;But wait... now everything went dark.;;;;;;;;;x 
EVTDESC_CM_4190;The ceremony of thanksgiving to Zun the Giver of Justice is held in courtyard of the temple. All the attendants bare their heads and kneel to give thanks for the light, warmth, justice, wisdom and fertility that He gives His faithful worshippers. Bread spiced with holy saffron is passed around and consumed by the worshippers.;;;;;;;;;x 
EVTOPTA_CM_4190;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
opinion_renounced_iconoclasm;Renounced Iconoclasm;;;;;;;;;x 
renounce_iconoclasm;Renounce Iconoclasm;;;;;;;;;x 
renounce_iconoclasm_desc;Many in your realm and abroad are strongly against the Iconoclast doctrine, which forbids the creation or possession of any religious images or icons and condemns it as idolatry. You could, in the interest of pragmatism, choose to renounce Iconoclasm and declare it a heresy.;;;;;;;;;x 
renounce_iconoclasm_province_tooltip;Orthodox Christians in the Empire will rejoice.\n;;;;;;;;;x 
EVTDESC_CM_4200;[From.GetTitledName] has declared [From.GetHerHis] renunciation of Iconoclasm, denouncing it as a heresy and officially returning the Empire to Orthodoxy. [From.GetSheHe] commands all [From.HerHis] subjects to follow suit and again venerate the holy icons and other religious art.;;;;;;;;;x 
EVTOPTA_CM_4200;As the [From.GetTitle] commands!;;;;;;;;;x 
EVTOPTB_CM_4200;Idolatry is an abomination - I refuse!;;;;;;;;;x 
opinion_idolater;Idolater;;;;;;;;;x 
renounce_iconoclasm_muslim_opinion_tooltip;Muslim rulers will condemn you for your Idolatry.\n;;;;;;;;;x 
RULER_DIPLOMACY_BONUS;Ruler Diplomacy Bonus;;;;;;;;;x 
LIEGE_LEVY_DESC_OP;   Opinion: $VALUE$\n;;;;;;;;;x 
LIEGE_LEVY_DESC_LAWS;   Laws: $VALUE$;;;;;;;;;x 
LIEGE_LEVY_DESC_VL;\n   Over Vassal Limit: $VALUE$;;;;;;;;;x 
#FAMILY_PRESTIGE_BONUS;\nFamily Prestige Bonus;;;;;;;;;x 
OVER_VASSAL_LIMIT;Over Vassal Limit;;;;;;;;;x 
CHARACTER_HAS_CLAIMS;This person holds claims to these titles;;;;;;;;;x 
EVTDESC_108005;My liege has agreed to give me the responsibility of handing out his recently acquired titles.;;;;;;;;;x 
EVTDESC_108006;My liege has denied to give me the responsibility of handing out his recently acquired titles.;;;;;;;;;x 
EVTDESC_108020;I've been given a title by my liege to hand out.;;;;;;;;;x 
EVTOPTA_108020;Give title to the best candidate.;;;;;;;;;x 
EVTOPTB_108020;Give title to the second best candidate.;;;;;;;;;x 
EVTOPTC_108020;Give title to the third best candidate.;;;;;;;;;x 
EVTOPTD_108020;Give title to an unknown noble.;;;;;;;;;x 
EVTOPTE_108020;Give title to someone close to you.;;;;;;;;;x 
HAS_CHANCELLOR;Has a chancellor;;;;;;;;;x 
ask_help_to_manage_titles;Ask for Help with Managing your Titles;;;;;;;;;x 
ask_help_to_manage_titles_desc;Ask your chancellor to help you take care of your newly acquired titles.;;;;;;;;;x 
tribal_vassal_refused_call;Refused Call to War;;;;;;;;;x 
elective_gavelkind;Elective Gavelkind;;;;;;;;;x 
succ_elective_gavelkind;Elective Gavelkind;;;;;;;;;x 
succ_elective_gavelkind_desc;The titles of the ruler are divided among his children and the primary heir, who is elected from among the members of the ruling dynasty. The law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Destruction of titles under any form of Gavelkind succession is not allowed. On succession in kingdoms and empires, new kingdoms might be created for younger sons if possible. Junior heirs always get the choice to declare independence without a war.;;;;;;;;;x 
crown_authority;Crown Authority;;;;;;;;;x 
crown_authority_desc;Medieval kings and emperors fought a constant battle with their vassals over privileges, rights and obligations. The nobility, naturally, tended to favor a weak state...;;;;;;;;;x 
crown_authority_0;Autonomous Vassals;;;;;;;;;x 
crown_authority_0_option;Min;;;;;;;;;x 
crown_authority_0_desc;Vassals are a law unto themselves, ruling their fiefs like petty kingdoms. Their obligations to their liege are minimal.;;;;;;;;;x 
crown_authority_1;Limited Crown Authority;;;;;;;;;x 
crown_authority_1_option;Low;;;;;;;;;x 
crown_authority_1_desc;Vassals enjoy a very large degree of autonomy, but have to provide their liege with a fairly substantial portion of the levies.;;;;;;;;;x 
crown_authority_2;Medium Crown Authority;;;;;;;;;x 
crown_authority_2_option;Medium;;;;;;;;;x 
crown_authority_2_desc;The powers of the nobility and the monarch are in precarious balance.;;;;;;;;;x 
crown_authority_3;High Crown Authority;;;;;;;;;x 
crown_authority_3_option;High;;;;;;;;;x 
crown_authority_3_desc;The monarch has curbed the rights of the high nobility, relying instead on a budding bureaucracy led by the lesser nobility.;;;;;;;;;x 
crown_authority_4;Absolute Crown Authority;;;;;;;;;x 
crown_authority_4_option;Max;;;;;;;;;x 
crown_authority_4_desc;The Lords of the Realm are chafing under the unrestricted powers of the absolute monarch.;;;;;;;;;x 
centralization;Centralization;;;;;;;;;x 
centralization_desc;A centralized state is important for the liege to grow powerful, but a decentralized state might be easier to maintain.;;;;;;;;;x 
centralization_0;Decentralized;;;;;;;;;x 
centralization_0_option;Min;;;;;;;;;x 
centralization_0_desc;The realm is entirely decentralized, and can effectively handle many vassals.;;;;;;;;;x 
centralization_1;Low Centralization;;;;;;;;;x 
centralization_1_option;Low;;;;;;;;;x 
centralization_1_desc;The realm is somewhat decentralized, and can effectively handle several vassals.;;;;;;;;;x 
centralization_2;Medium Centralization;;;;;;;;;x 
centralization_2_option;Medium;;;;;;;;;x 
centralization_2_desc;The realm is neither centralized nor decentralized, a balance between effective handling of vassals and a powerful demesne for the top liege.;;;;;;;;;x 
centralization_3;High Centralization;;;;;;;;;x 
centralization_3_option;High;;;;;;;;;x 
centralization_3_desc;The realm is somewhat centralized, and allows a big demesne for the top liege.;;;;;;;;;x 
centralization_4;Centralized;;;;;;;;;x 
centralization_4_option;Max;;;;;;;;;x 
centralization_4_desc;The realm is entirely centralized, and allows a much bigger demesne for the top liege.;;;;;;;;;x 
#DECISION_UNLOCKS;Laws unlocked: ;;;;;;;;;x 
in_hiding;In Hiding;;;;;;;;;x 
#in_hiding_desc;This character has gone into hiding to avoid plots against [Root.GetHerHis] life. It makes [Root.GetHerHim] harder to assassinate, but life in hiding has its costs...;;;;;;;;;x 
go_into_hiding;Go into Hiding;;;;;;;;;x 
go_into_hiding_desc;I can go into hiding in order to greatly improve my personal security against murder plots. My prestige and diplomatic ability are likely to suffer, however, and who knows how a life in hiding may affect my personality...;;;;;;;;;x 
come_out_of_hiding;Come out of Hiding;;;;;;;;;x 
come_out_of_hiding_desc;Once the threatening danger is over, I may go out of hiding and return to public life.;;;;;;;;;x 
#send_spouse_into_hiding;Send [Root.GetFirstName] into Hiding;;;;;;;;;x 
send_spouse_into_hiding_desc;I can send my [Root.GetHusbandWife] into hiding in order to greatly improve [Root.GetHerHis] personal security against murder plots. [Root.GetHerHisCap] prestige and diplomatic ability are likely to suffer, however, and who knows how a life in hiding may affect [Root.GetHerHis] personality...;;;;;;;;;x 
#take_spouse_out_of_hiding;Take [Root.GetFirstName] out of Hiding;;;;;;;;;x 
take_spouse_out_of_hiding_desc;Once the threatening danger is over, I can take my [Root.GetHusbandWife] out of hiding and allow [Root.GetHerHim] to return to public life.;;;;;;;;;x 
#send_child_into_hiding;Send [Root.GetFirstName] into Hiding;;;;;;;;;x 
send_child_into_hiding_desc;I can send my [Root.GetSonDaughter] into hiding in order to greatly improve [Root.GetHerHis] personal security against murder plots. [Root.GetHerHisCap] prestige and diplomatic ability are likely to suffer, however, and who knows how a life in hiding may affect [Root.GetHerHis] personality...;;;;;;;;;x 
#take_child_out_of_hiding;Take [Root.GetFirstName] out of Hiding;;;;;;;;;x 
take_child_out_of_hiding_desc;Once the threatening danger is over, I can take my [Root.GetSonDaughter] out of hiding and allow [Root.GetHerHim] to return to public life.;;;;;;;;;x 
CHAR_STATUS_IN_HIDING;§Y$NAME$§! is in hiding;;;;;;;;;x 
is_target_of_murder_plot_tooltip;Is the target of a known or suspected murder plot\n;;;;;;;;;x 
go_into_hiding_info_tooltip;[This.GetTitledName] goes into hiding.\n;;;;;;;;;x 
come_out_of_hiding_info_tooltip;[Root.GetTitledName] comes out of hiding.\n;;;;;;;;;x 
CURRENT_WINTER;Current Winter: §Y$WINTER$§!;;;;;;;;;x 
MILD;Mild;;;;;;;;;x 
SEVERE;Severe;;;;;;;;;x 
winter_soldier;Winter Soldier;;;;;;;;;x 
#winter_soldier_desc;TODO;;;;;;;;;x 
WINTER_SUPPLY;Winter Supply;;;;;;;;;x 
WINTER_COMBAT;Winter Combat;;;;;;;;;x 
INTERACTION_REQUIRES_REGENT_APPROVAL;Needs to be approved by your regent.;;;;;;;;;x 
INTERACTION_REQUIRES_REGENT_MOTHER_APPROVAL;Needs to be approved by your mother.;;;;;;;;;x 
EVTDESC63100;Your liege has died, and the realm is in an uncertain state at the moment. Perhaps this is the right time to assert your independence?;;;;;;;;;x 
EVTOPTA63100;I bow to no one!;;;;;;;;;x 
EVTOPTB63100;I will renew my pledge of fealty.;;;;;;;;;x 
EVTDESC63101;[From.GetTitledFirstName] has decided to defy your authority and assert [From.GetHerHis] independence, claiming you have no right to rule over [From.GetHerHim] anyway!;;;;;;;;;x 
EVTOPTA63101;We are not pleased.;;;;;;;;;x 
EVTDESC63102;You feared that the lands of [From.GetTitledFirstName] might become independent from your realm in the uncertain moment of your inheritance. Luckily, [From.GetSheHe] has instead confirmed [From.GetHerHis] loyalty by swearing fealty to you.;;;;;;;;;x 
EVTOPTA63102;A true and loyal vassal!;;;;;;;;;x 
opinion_rightful_vassal;Asserted Independence on Inheritance;;;;;;;;;x 
opinion_loyal_vassal;A Most Loyal Vassal;;;;;;;;;x 
EVTDESC_CM_6000;My [Root.GetLordLady], we have received news that [From.GetTitledName] has chosen to go into hiding in order to try to foil a plot against [From.GetHerHis] life!;;;;;;;;;x 
EVTOPTA_CM_6000;This is worrying.;;;;;;;;;x 
EVTOPTB_CM_6000;The coward - it won't save [From.GetHerHim]!;;;;;;;;;x 
EVTDESC_CM_6001;My [Root.GetLordLady], it seems that [From.GetTitledName] has finally decided to come out of hiding, no longer as fearful for [From.GetHerHis] life.;;;;;;;;;x 
EVTOPTA_CM_6001;It is good to see [From.GetHerHim] again.;;;;;;;;;x 
EVTOPTB_CM_6001;Now would be a good time to strike...;;;;;;;;;x 
EVTDESC_CM_6002;My [Root.GetLordLady], news have reached us that [FromFrom.GetTitledName] has sent [FromFrom.GetHerHis] [From.GetHusbandWife] [From.GetFirstName] into hiding in order to protect [From.GetHerHim] from a suspected murder plot.;;;;;;;;;x 
EVTOPTA_CM_6002;This is worrying.;;;;;;;;;x 
EVTOPTB_CM_6002;[FromFrom.GetSheHeCap] can try, but it won't save [From.GetHerHim]!;;;;;;;;;x 
