#CODE;ENGLISH;;;;;;;;;x 
AIREASON_TOO_OLD;§Y[GetTitledFirstName]§! is past childbearing age;;;;;;;;;x 
c_hebron_adj;Hebronian;;;;;;;;;x 
b_hebron;Hebron;;;;;;;;;x 
b_bethlehem;Bethlehem;;;;;;;;;x 
b_deimachar;Deimachar;;;;;;;;;x 
b_syrbelmont;Belmont;;;;;;;;;x 
b_bethgibelin;Beth Gibelin;;;;;;;;;x 
b_alsamoa;Al-Samoa;;;;;;;;;x 
b_saintcharlton;Saint Charlton;;;;;;;;;x 
b_latrun;Latrun;;;;;;;;;x 
d_galilee;Galilee;;;;;;;;;x 
d_galilee_adj;Galilean;;;;;;;;;x 
c_tiberias_adj;Tiberian;;;;;;;;;x 
b_tiberias;Tiberias;;;;;;;;;x 
b_nazareth;Nazareth;;;;;;;;;x 
b_mnttabor;Tabor;;;;;;;;;x 
b_bethsan;Bethsan;;;;;;;;;x 
b_caymont;Caymont;;;;;;;;;x 
b_lafeve;La Feve;;;;;;;;;x 
b_hattin;Hattin;;;;;;;;;x 
b_ashtera;Ashtera;;;;;;;;;x 
c_tyrus_adj;Tyrusian;;;;;;;;;x 
b_tyrus;Tyrus;;;;;;;;;x 
b_sarafand;Sarafand;;;;;;;;;x 
b_scandalon;Scandalon;;;;;;;;;x 
b_syrbelfort;Belfort;;;;;;;;;x 
b_megedel;Megedel;;;;;;;;;x 
b_syrmontfort;Montfort;;;;;;;;;x 
b_casalimbert;Casal Imbert;;;;;;;;;x 
b_hunin;Hunin;;;;;;;;;x 
c_beirut_adj;Beirutian;;;;;;;;;x 
b_beirut;Beirut;;;;;;;;;x 
b_sidon;Sidon;;;;;;;;;x 
b_journie;Journie;;;;;;;;;x 
b_abualhasan;Abu-al-Hasan;;;;;;;;;x 
b_cavedetyron;Cave de Tyron;;;;;;;;;x 
b_mashgarah;Mashgarah;;;;;;;;;x 
b_sarepta;Sarepta;;;;;;;;;x 
b_beitkfeya;Beit Kfeya;;;;;;;;;x 
c_safed_adj;Safedian;;;;;;;;;x 
b_safed;Safed;;;;;;;;;x 
b_banyas;Banyas;;;;;;;;;x 
b_chastelet;Chastelet;;;;;;;;;x 
b_toron;Toron;;;;;;;;;x 
b_belvoir;Belvoir;;;;;;;;;x 
b_subeiba;Subeiba;;;;;;;;;x 
b_karmel;Karmel;;;;;;;;;x 
b_qatsrin;Qatsrin;;;;;;;;;x 
k_syria;Syria;;;;;;;;;x 
k_syria_adj;Syrian;;;;;;;;;x 
d_aleppo;Aleppo;;;;;;;;;x 
d_aleppo_adj;Aleppan;;;;;;;;;x 
c_asas_adj;Asasian;;;;;;;;;x 
b_asas;Asas;;;;;;;;;x 
b_rakka;Rakka;;;;;;;;;x 
b_kallinikos;Kallinikos;;;;;;;;;x 
b_talabyad;Tal Abyad;;;;;;;;;x 
b_tabqa;Tabqa;;;;;;;;;x 
b_souriya;Souriya;;;;;;;;;x 
b_resafa;Resafa;;;;;;;;;x 
b_zaazouaa;Zaazoûaa;;;;;;;;;x 
c_palmyra_adj;Palmyran;;;;;;;;;x 
b_arak;Arak;;;;;;;;;x 
b_palmyra;Palmyra;;;;;;;;;x 
b_arraml;Ar-Raml;;;;;;;;;x 
b_alqasr;Al-Qasr;;;;;;;;;x 
b_jihar;Jihar;;;;;;;;;x 
b_tiace;Tiace;;;;;;;;;x 
b_alhuwaysis;Al-Huwaysis;;;;;;;;;x 
b_khirbat;Khirbat;;;;;;;;;x 
c_aleppo_adj;Alepponian;;;;;;;;;x 
b_aleppo;Aleppo;;;;;;;;;x 
b_azaz;Azaz;;;;;;;;;x 
b_mashala;Mashala;;;;;;;;;x 
b_lerminet;L'Erminet;;;;;;;;;x 
b_sarmin;Sarmin;;;;;;;;;x 
b_harim;Harim;;;;;;;;;x 
b_qusayr;Qusayr;;;;;;;;;x 
b_maaratannuman;Ma'arat an Numan;;;;;;;;;x 
c_homs_adj;Homsian;;;;;;;;;x 
b_homs;Homs;;;;;;;;;x 
b_zweitina;Zweitina;;;;;;;;;x 
b_emesa;Emesa;;;;;;;;;x 
b_alkhazandar;al-Khazandar;;;;;;;;;x 
b_qadesh;Qadesh;;;;;;;;;x 
b_sadad;Sadad;;;;;;;;;x 
b_marmarita;Marmarita;;;;;;;;;x 
b_qatna;Qatna;;;;;;;;;x 
c_hama_adj;Haman;;;;;;;;;x 
b_hama;Hama;;;;;;;;;x 
b_hamath;Hamath;;;;;;;;;x 
b_mhardeh;Mhardeh;;;;;;;;;x 
b_qarqar;Qarqar;;;;;;;;;x 
b_bara;Bara;;;;;;;;;x 
b_salamiyah;Salamiyah;;;;;;;;;x 
b_serjilla;Serjilla;;;;;;;;;x 
b_kharsan;Kharsan;;;;;;;;;x 
d_antioch;Antioch;;;;;;;;;x 
d_antioch_adj;Antiochian;;;;;;;;;x 
c_antiocheia_adj;Antiochian;;;;;;;;;x 
b_antiocheia;Antioch;;;;;;;;;x 
b_latakiah;Latakiah;;;;;;;;;x 
b_stsymeon;Saint Symeon;;;;;;;;;x 
b_darbsak;Darbasak;;;;;;;;;x 
b_hazart;Hazart;;;;;;;;;x 
b_saone;Saone;;;;;;;;;x 
b_harenc;Harenc;;;;;;;;;x 
b_baghras;Baghras;;;;;;;;;x 
c_archa_adj;Archan;;;;;;;;;x 
b_archa;Archa;;;;;;;;;x 
b_shayzar;Shayzar;;;;;;;;;x 
b_famia;Famia;;;;;;;;;x 
b_masyaf;Masyaf;;;;;;;;;x 
b_chastelblanc;Castel Blanc;;;;;;;;;x 
b_krakdeschevaliers;Krak des Chevaliers;;;;;;;;;x 
b_kafroun;Kafroun;;;;;;;;;x 
b_treiz;Treiz;;;;;;;;;x 
c_alexandretta_adj;Alexandrettan;;;;;;;;;x 
b_alexandretta;Alexandretta;;;;;;;;;x 
b_rhosus;Rhosus;;;;;;;;;x 
b_portbonnel;Port Bonnel;;;;;;;;;x 
b_myriandros;Myriandros;;;;;;;;;x 
b_portella;Portella;;;;;;;;;x 
b_derbasak;Derbasak;;;;;;;;;x 
b_sarvantikar;Sarvantikar;;;;;;;;;x 
b_larochederissole;La Roche de Rissole;;;;;;;;;x 
d_tripoli;Tripoli;;;;;;;;;x 
d_tripoli_adj;Tripolitanian;;;;;;;;;x 
c_tortosa_adj;Tortosan;;;;;;;;;x 
b_tortosa;Tortosa;;;;;;;;;x 
b_maraclea;Maraclea;;;;;;;;;x 
b_balemia;Balemia;;;;;;;;;x 
b_jabala;Jabala;;;;;;;;;x 
b_margat;Margat;;;;;;;;;x 
b_valania;Valania;;;;;;;;;x 
b_ruad;Ruad;;;;;;;;;x 
b_alkhawabi;Al-Khawabi;;;;;;;;;x 
c_tripoli_adj;Tripolitanian;;;;;;;;;x 
b_syrtripoli;Tripoli;;;;;;;;;x 
b_gibelet;Gibelet;;;;;;;;;x 
b_boutron;Boutron;;;;;;;;;x 
b_arqah;Arqah;;;;;;;;;x 
b_besmedin;Besmedin;;;;;;;;;x 
b_alqulayat;Al-Qulayat;;;;;;;;;x 
b_nephin;Nephin;;;;;;;;;x 
b_alqadmus;Al-Qadmus;;;;;;;;;x 
c_baalbek_adj;Baalbekian;;;;;;;;;x 
b_baalbek;Ba'albek;;;;;;;;;x 
b_akkar;Akkar;;;;;;;;;x 
b_halbah;Halbah;;;;;;;;;x 
b_zahle;Zahle;;;;;;;;;x 
b_laboue;Laboue;;;;;;;;;x 
b_buissera;Buissera;;;;;;;;;x 
b_riyaq;Riyaq;;;;;;;;;x 
b_chlifa;Chlifa;;;;;;;;;x 
d_damascus;Damascus;;;;;;;;;x 
d_damascus_adj;Damascan;;;;;;;;;x 
c_damascus_adj;Damascan;;;;;;;;;x 
b_qsarbardawil;Qsar Bardawil;;;;;;;;;x 
b_damascus;Damascus;;;;;;;;;x 
b_daraa;Daraa;;;;;;;;;x 
b_shahba;Shahba;;;;;;;;;x 
b_suada;Suada;;;;;;;;;x 
b_alsanamayn;Al-Sanamayn;;;;;;;;;x 
b_izra;Izra;;;;;;;;;x 
b_duma;Duma;;;;;;;;;x 
c_irbid_adj;Irbidian;;;;;;;;;x 
b_aljun;Aljun;;;;;;;;;x 
b_irbid;Irbid;;;;;;;;;x 
b_pella;Pella;;;;;;;;;x 
b_yarmouk;Yarmouk;;;;;;;;;x 
b_habisjaldak;Habis Jaldak;;;;;;;;;x 
b_aydoun;Aydoun;;;;;;;;;x 
b_ummqais;Umm Qais;;;;;;;;;x 
b_gadera;Gadera;;;;;;;;;x 
c_amman_adj;Ammanian;;;;;;;;;x 
b_madaba;Madaba;;;;;;;;;x 
b_dhiban;Dhiban;;;;;;;;;x 
b_salt;Salt;;;;;;;;;x 
b_mahis;Mahis;;;;;;;;;x 
b_fuheis;Fuheis;;;;;;;;;x 
b_deir_alla;Deir Alla;;;;;;;;;x 
b_jerash;Jerash;;;;;;;;;x 
b_al_balqa;Al Balqa;;;;;;;;;x 
c_al_mafraq_adj;Al Mafraqian;;;;;;;;;x 
b_mafraq;Mafraq;;;;;;;;;x 
b_thughra;Thughra;;;;;;;;;x 
b_jarash;Jarash;;;;;;;;;x 
b_nasib;Nasib;;;;;;;;;x 
b_buwayda;Buwayda;;;;;;;;;x 
b_ramtah;Ramtah;;;;;;;;;x 
b_taebah;Taebah;;;;;;;;;x 
b_elemtaih;Elemtaih;;;;;;;;;x 
d_bostra;Bostra;;;;;;;;;x 
d_bostra_adj;Bostran;;;;;;;;;x 
#c_syria_adj;Syrian;;;;;;;;;x 
b_amrah;Amrah;;;;;;;;;x 
b_otaybah;Otaybah;;;;;;;;;x 
b_adra;Adra;;;;;;;;;x 
b_jarba;Jarba;;;;;;;;;x 
b_qasmiye;Qásmiyé;;;;;;;;;x 
b_hayjanah;Hayjanah;;;;;;;;;x 
b_buraq;Buraq;;;;;;;;;x 
b_baly;Baly;;;;;;;;;x 
c_druz_adj;Druzian;;;;;;;;;x 
b_salkhard;Salkhard;;;;;;;;;x 
b_dibin;Dibin;;;;;;;;;x 
b_awas;Awas;;;;;;;;;x 
b_busra;Busra;;;;;;;;;x 
b_ghariyah;Ghariyah;;;;;;;;;x 
b_shannireh;Shannireh;;;;;;;;;x 
b_samj;Samj;;;;;;;;;x 
b_thoula;T'houla;;;;;;;;;x 
c_suwaida_adj;Suwaidan;;;;;;;;;x 
b_suwaida;Suwaida;;;;;;;;;x 
b_raha;Raha;;;;;;;;;x 
b_taraba;Taraba;;;;;;;;;x 
b_nimreh;Nimreh;;;;;;;;;x 
b_salah;Salah;;;;;;;;;x 
b_busan;Busan;;;;;;;;;x 
b_tlilin;Tlilin;;;;;;;;;x 
b_qummoualad;Qumm Oualad;;;;;;;;;x 
#c_tadmor_adj;Tadmorian;;;;;;;;;x 
b_husaiba;Husaiba;;;;;;;;;x 
b_bukamal;Bukamal;;;;;;;;;x 
b_alqaim;Al-Qa'im;;;;;;;;;x 
b_salhiyah;Salhiyah;;;;;;;;;x 
b_assusah;As-Susah;;;;;;;;;x 
b_subaykhan;Subaykhan;;;;;;;;;x 
b_asharah;Asharah;;;;;;;;;x 
b_alqunjah;Al-Qunjah;;;;;;;;;x 
k_england;England;;;;;;;;;x 
k_england_adj;English;;;;;;;;;x 
d_northumberland;Northumberland;;;;;;;;;x 
c_northumberland_adj;Northumbrian;;;;;;;;;x 
b_morpeth;Morpeth;;;;;;;;;x 
b_bamburgh;Bamburgh;;;;;;;;;x 
b_hexham;Hexham;;;;;;;;;x 
b_newcastle;Newcastle;;;;;;;;;x 
b_alnwick;Alnwick;;;;;;;;;x 
b_norham;Norham;;;;;;;;;x 
b_lindisfarne;Lindisfarne;;;;;;;;;x 
b_mitford;Mitford;;;;;;;;;x 
c_durham_adj;Durhamian;;;;;;;;;x 
b_gateshead;Gateshead;;;;;;;;;x 
b_durham;Durham;;;;;;;;;x 
b_chester-le-street;Chester-le-Street;;;;;;;;;x 
b_jarrow;Jarrow;;;;;;;;;x 
b_hartlepool;Hartlepool;;;;;;;;;x 
b_auckland;Auckland;;;;;;;;;x 
b_raby;Raby;;;;;;;;;x 
b_st_cuthbert;St Cuthbert;;;;;;;;;x 
d_lancaster;Lancaster;;;;;;;;;x 
d_lancaster_adj;Lancastrian;;;;;;;;;x 
c_lancaster_adj;Lancastrian;;;;;;;;;x 
b_salford;Salford;;;;;;;;;x 
b_lancaster;Lancaster;;;;;;;;;x 
b_bolton;Bolton;;;;;;;;;x 
b_preston;Preston;;;;;;;;;x 
b_sawley;Sawley;;;;;;;;;x 
b_gisburn;Gisburn;;;;;;;;;x 
b_furness;Furness;;;;;;;;;x 
b_clitheroe;Clitheroe;;;;;;;;;x 
c_westmorland_adj;Westmorlander;;;;;;;;;x 
b_appleby;Appleby;;;;;;;;;x 
b_kendal;Kendal;;;;;;;;;x 
b_lowther;Lowther;;;;;;;;;x 
b_cartmel;Cartmel;;;;;;;;;x 
b_kirkby;Kirkby;;;;;;;;;x 
b_brough;Brough;;;;;;;;;x 
b_shap;Shap;;;;;;;;;x 
b_brougham;Brougham;;;;;;;;;x 
c_chester_adj;Chesterian;;;;;;;;;x 
b_chester;Chester;;;;;;;;;x 
b_halton;Halton;;;;;;;;;x 
b_malpas;Malpas;;;;;;;;;x 
b_northwich;Northwich;;;;;;;;;x 
b_macclesfield;Macclesfield;;;;;;;;;x 
b_beeston;Beeston;;;;;;;;;x 
b_sandbach;Sandbach;;;;;;;;;x 
b_nantwich;Nantwich;;;;;;;;;x 
c_derby_adj;Derbyan;;;;;;;;;x 
b_derby;Derby;;;;;;;;;x 
b_bakewell;Bakewell;;;;;;;;;x 
b_repton;Repton;;;;;;;;;x 
b_bolsover;Bolsover;;;;;;;;;x 
b_castleton;Castleton;;;;;;;;;x 
b_chesterfield;Chesterfield;;;;;;;;;x 
b_burton;Burton;;;;;;;;;x 
b_wirksworth;Wirksworth;;;;;;;;;x 
d_york;York;;;;;;;;;x 
d_york_adj;Yorkist;;;;;;;;;x 
c_york_adj;Yorkist;;;;;;;;;x 
b_york;York;;;;;;;;;x 
b_richmond;Richmond;;;;;;;;;x 
b_st_peters;St Peters;;;;;;;;;x 
b_scarborough;Scarborough;;;;;;;;;x 
b_skipton;Skipton;;;;;;;;;x 
b_pontefract;Pontefract;;;;;;;;;x 
b_hull;Hull;;;;;;;;;x 
b_conisbrough;Conisbrough;;;;;;;;;x 
c_leicester_adj;Leicesterian;;;;;;;;;x 
b_leicester;Leicester;;;;;;;;;x 
b_nottingham;Nottingham;;;;;;;;;x 
b_southwell;Southwell;;;;;;;;;x 
b_newark;Newark;;;;;;;;;x 
b_hucknall;Hucknall;;;;;;;;;x 
b_tickhill;Tickhill;;;;;;;;;x 
b_worksop;Worksop;;;;;;;;;x 
b_newstead;Newstead;;;;;;;;;x 
c_lincoln_adj;Lincolnian;;;;;;;;;x 
b_lincoln;Lincoln;;;;;;;;;x 
b_stamford;Stamford;;;;;;;;;x 
b_spalding;Spalding;;;;;;;;;x 
b_boston;Boston;;;;;;;;;x 
b_gainsborough;Gainsborough;;;;;;;;;x 
b_grantham;Grantham;;;;;;;;;x 
b_louth;Louth;;;;;;;;;x 
b_bardney;Bardney;;;;;;;;;x 
d_norfolk;East Anglia;;;;;;;;;x 
d_norfolk_adj;East Anglian;;;;;;;;;x 
c_norfolk_adj;Norfolkian;;;;;;;;;x 
b_norwich;Norwich;;;;;;;;;x 
b_thetford;Thetford;;;;;;;;;x 
b_buckenham;Buckenham;;;;;;;;;x 
b_lynn;Lynn;;;;;;;;;x 
b_yarmouth;Yarmouth;;;;;;;;;x 
b_elmham;Elmham;;;;;;;;;x 
b_castle_rising;Castle Rising;;;;;;;;;x 
b_chatteris;Chatteris;;;;;;;;;x 
c_suffolk_adj;Suffolkian;;;;;;;;;x 
b_ipswich;Ipswich;;;;;;;;;x 
b_ely;Ely;;;;;;;;;x 
b_bury;Bury;;;;;;;;;x 
b_lowestoft;Lowestoft;;;;;;;;;x 
b_dunwich;Dunwich;;;;;;;;;x 
b_stow;Stow;;;;;;;;;x 
b_bungay;Bungay;;;;;;;;;x 
b_framlingham;Framlingham;;;;;;;;;x 
d_oxford;Oxford;;;;;;;;;x 
d_oxford_adj;Oxfordian;;;;;;;;;x 
c_northampton_adj;Northamptonian;;;;;;;;;x 
b_peterborough;Peterborough;;;;;;;;;x 
b_huntingdon;Huntingdon;;;;;;;;;x 
b_ramsey;Ramsey;;;;;;;;;x 
b_northampton;Northampton;;;;;;;;;x 
b_kettering;Kettering;;;;;;;;;x 
b_cambridge;Cambridge;;;;;;;;;x 
b_crowland;Crowland;;;;;;;;;x 
b_rockingham;Rockingham;;;;;;;;;x 
c_oxford_adj;Oxfordian;;;;;;;;;x 
b_oxford;Oxford;;;;;;;;;x 
b_wallingford;Wallingford;;;;;;;;;x 
b_abingdon;Abingdon;;;;;;;;;x 
b_buckingham;Buckingham;;;;;;;;;x 
b_banbury;Banbury;;;;;;;;;x 
b_reading;Reading;;;;;;;;;x 
b_aylesbury;Aylesbury;;;;;;;;;x 
b_eynsham;Eynsham;;;;;;;;;x 
d_bedford;Essex;;;;;;;;;x 
d_bedford_adj;Essexian;;;;;;;;;x 
c_essex_adj;Essexian;;;;;;;;;x 
b_maldon;Maldon;;;;;;;;;x 
b_dunmow;Dunmow;;;;;;;;;x 
b_havering;Havering;;;;;;;;;x 
b_colchester;Colchester;;;;;;;;;x 
b_waltham;Waltham;;;;;;;;;x 
b_barking;Barking;;;;;;;;;x 
b_pleshey;Pleshey;;;;;;;;;x 
b_hedingham;Hedingham;;;;;;;;;x 
c_bedford_adj;Bedforder;;;;;;;;;x 
b_bedford;Bedford;;;;;;;;;x 
b_hertford;Hertford;;;;;;;;;x 
b_st_albans;St Albans;;;;;;;;;x 
b_berkhamsted;Berkhamsted;;;;;;;;;x 
b_luton;Luton;;;;;;;;;x 
b_dunstable;Dunstable;;;;;;;;;x 
b_watford;Watford;;;;;;;;;x 
b_ashridge;Ashridge;;;;;;;;;x 
d_hereford;Mercia;;;;;;;;;x 
d_hereford_adj;Mercian;;;;;;;;;x 
c_hereford_adj;Herefordian;;;;;;;;;x 
b_st_ethelberts;St Ethelberts;;;;;;;;;x 
b_hereford;Hereford;;;;;;;;;x 
b_leominster;Leominster;;;;;;;;;x 
b_archenfield;Archenfield;;;;;;;;;x 
b_ewyas_harold;Ewyas Harold;;;;;;;;;x 
b_brobury;Brobury;;;;;;;;;x 
b_clifford;Clifford;;;;;;;;;x 
b_ledbury;Ledbury;;;;;;;;;x 
c_shrewsbury_adj;Shrewsburyan;;;;;;;;;x 
b_shrewsbury;Shrewsbury;;;;;;;;;x 
b_clun;Clun;;;;;;;;;x 
b_wenlock;Wenlock;;;;;;;;;x 
b_ludlow;Ludlow;;;;;;;;;x 
b_whitchurch;Whitchurch;;;;;;;;;x 
b_bridgnorth;Bridgnorth;;;;;;;;;x 
b_oswestry;Oswestry;;;;;;;;;x 
b_chirk;Chirk;;;;;;;;;x 
c_warwick_adj;Warwickian;;;;;;;;;x 
b_coventry;Coventry;;;;;;;;;x 
b_warwick;Warwick;;;;;;;;;x 
b_lichfield;Lichfield;;;;;;;;;x 
b_stafford;Stafford;;;;;;;;;x 
b_tamworth;Tamworth;;;;;;;;;x 
b_kenilworth;Kenilworth;;;;;;;;;x 
b_tutbury;Tutbury;;;;;;;;;x 
b_dudley;Dudley;;;;;;;;;x 
d_gloucester;Hwicce;;;;;;;;;x 
d_gloucester_adj;Hwiccan;;;;;;;;;x 
c_gloucester_adj;Gloucesterian;;;;;;;;;x 
b_gloucester;Gloucester;;;;;;;;;x 
b_sudeley;Sudeley;;;;;;;;;x 
b_tewkesbury;Tewkesbury;;;;;;;;;x 
b_cheltenham;Cheltenham;;;;;;;;;x 
b_cirencester;Cirencester;;;;;;;;;x 
b_winchcombe;Winchcombe;;;;;;;;;x 
b_bristol;Bristol;;;;;;;;;x 
b_hailes;Hailes;;;;;;;;;x 
c_middlesex_adj;Middlesexian;;;;;;;;;x 
b_westminster;Westminster;;;;;;;;;x 
b_london;London;;;;;;;;;x 
b_st_pauls;St Pauls;;;;;;;;;x 
b_tottenham;Tottenham;;;;;;;;;x 
b_fulham;Fulham;;;;;;;;;x 
b_staines;Staines;;;;;;;;;x 
b_harrow;Harrow;;;;;;;;;x 
b_chelsea;Chelsea;;;;;;;;;x 
b_berkeley;Berkeley;;;;;;;;;x 
b_axbridge;Axbridge;;;;;;;;;x 
b_nunney;Nunney;;;;;;;;;x 
b_westbury;Westbury;;;;;;;;;x 
c_wiltshire_adj;Wiltshirian;;;;;;;;;x 
b_wilton;Wilton;;;;;;;;;x 
b_sarum;Sarum;;;;;;;;;x 
b_clarendon;Clarendon;;;;;;;;;x 
b_malmesbury;Malmesbury;;;;;;;;;x 
b_salisbury;Salisbury;;;;;;;;;x 
b_devizes;Devizes;;;;;;;;;x 
b_ramsbury;Ramsbury;;;;;;;;;x 
b_marlborough;Marlborough;;;;;;;;;x 
d_canterbury;Kent;;;;;;;;;x 
d_canterbury_adj;Kentish;;;;;;;;;x 
c_surrey_adj;Surreyan;;;;;;;;;x 
b_farnham;Farnham;;;;;;;;;x 
b_guildford;Guildford;;;;;;;;;x 
b_lambeth;Lambeth;;;;;;;;;x 
b_southwark;Southwark;;;;;;;;;x 
b_woking;Woking;;;;;;;;;x 
b_chertsey;Chertsey;;;;;;;;;x 
b_croydon;Croydon;;;;;;;;;x 
b_waverley;Waverley;;;;;;;;;x 
c_kent_adj;Kentian;;;;;;;;;x 
b_rochester;Rochester;;;;;;;;;x 
b_dover;Dover;;;;;;;;;x 
b_canterbury;Canterbury;;;;;;;;;x 
b_faversham;Faversham;;;;;;;;;x 
b_sandwich;Sandwich;;;;;;;;;x 
b_lympne;Lympne;;;;;;;;;x 
b_romney;Romney;;;;;;;;;x 
b_tonbridge;Tonbridge;;;;;;;;;x 
c_sussex_adj;Sussexian;;;;;;;;;x 
b_hastings;Hastings;;;;;;;;;x 
b_pevensey;Pevensey;;;;;;;;;x 
b_chichester;Chichester;;;;;;;;;x 
b_lewes;Lewes;;;;;;;;;x 
b_arundel;Arundel;;;;;;;;;x 
b_rye;Rye;;;;;;;;;x 
b_bramber;Bramber;;;;;;;;;x 
b_bodiam;Bodiam;;;;;;;;;x 
d_somerset;Wessex;;;;;;;;;x 
d_somerset_adj;Wessexian;;;;;;;;;x 
c_winchester_adj;Winchesterian;;;;;;;;;x 
b_southampton;Southampton;;;;;;;;;x 
b_portchester;Portchester;;;;;;;;;x 
b_winchester;Winchester;;;;;;;;;x 
b_carisbrooke;Carisbrooke;;;;;;;;;x 
b_romsey;Romsey;;;;;;;;;x 
b_andover;Andover;;;;;;;;;x 
b_st_swithun;St Swithun;;;;;;;;;x 
b_wherwell;Wherwell;;;;;;;;;x 
c_dorset_adj;Dorsetian;;;;;;;;;x 
b_wareham;Wareham;;;;;;;;;x 
b_corfe;Corfe;;;;;;;;;x 
b_shaftesbury;Shaftesbury;;;;;;;;;x 
b_dorchester;Dorchester;;;;;;;;;x 
b_sherborne;Sherborne;;;;;;;;;x 
b_lyme;Lyme;;;;;;;;;x 
b_weymouth;Weymouth;;;;;;;;;x 
b_wimborne;Wimborne;;;;;;;;;x 
c_somerset_adj;Somersetian;;;;;;;;;x 
b_bath;Bath;;;;;;;;;x 
b_taunton;Taunton;;;;;;;;;x 
b_muchelney;Muchelney;;;;;;;;;x 
b_ilchester;Ilchester;;;;;;;;;x 
b_wells;Wells;;;;;;;;;x 
b_castle_cary;Castle Cary;;;;;;;;;x 
b_glastonbury;Glastonbury;;;;;;;;;x 
b_cleeve;Cleeve;;;;;;;;;x 
d_cornwall;Cornwall;;;;;;;;;x 
d_cornwall_adj;Cornish;;;;;;;;;x 
c_cornwall_adj;Cornish;;;;;;;;;x 
b_bodmin;Bodmin;;;;;;;;;x 
b_launceston;Launceston;;;;;;;;;x 
b_st_germans;St. Germans;;;;;;;;;x 
b_truro;Truro;;;;;;;;;x 
b_liskeard;Liskeard;;;;;;;;;x 
b_tintagel;Tintagel;;;;;;;;;x 
b_st_michael;St. Michael;;;;;;;;;x 
b_restormel;Restormel;;;;;;;;;x 
c_worcester_adj;Worcesterian;;;;;;;;;x 
b_worcester;Worcester;;;;;;;;;x 
b_evesham;Evesham;;;;;;;;;x 
b_droitwich;Droitwich;;;;;;;;;x 
b_kidderminster;Kidderminster;;;;;;;;;x 
b_pershore;Pershore;;;;;;;;;x 
b_malvern;Malvern;;;;;;;;;x 
b_bromsgrove;Bromsgrove;;;;;;;;;x 
b_laughern;Laughern;;;;;;;;;x 
c_devon_adj;Devonian;;;;;;;;;x 
b_exeter;Exeter;;;;;;;;;x 
b_lydford;Lydford;;;;;;;;;x 
b_crediton;Crediton;;;;;;;;;x 
b_totnes;Totnes;;;;;;;;;x 
b_axminster;Axminster;;;;;;;;;x 
b_tavistock;Tavistock;;;;;;;;;x 
b_buckfast;Buckfast;;;;;;;;;x 
b_dartmouth;Dartmouth;;;;;;;;;x 
k_wales;Wales;;;;;;;;;x 
k_wales_adj;Welsh;;;;;;;;;x 
d_gwynedd;Gwynedd;;;;;;;;;x 
d_gwynedd_adj;Gwyneddian;;;;;;;;;x 
c_gwynedd_adj;Gwyneddian;;;;;;;;;x 
b_caernarfon;Caernarfon;;;;;;;;;x 
b_degannwy;Degannwy;;;;;;;;;x 
b_bangor_fawr;Bangor Fawr;;;;;;;;;x 
b_aberffraw;Aberffraw;;;;;;;;;x 
b_harlech;Harlech;;;;;;;;;x 
b_cardigan;Cardigan;;;;;;;;;x 
b_conwy;Conwy;;;;;;;;;x 
b_llanbadarn;Llanbadarn;;;;;;;;;x 
c_perfeddwlad_adj;Perfeddwladian;;;;;;;;;x 
b_denbigh;Denbigh;;;;;;;;;x 
b_rhuddlan;Rhuddlan;;;;;;;;;x 
b_llanelwy;Llanelwy;;;;;;;;;x 
b_flint;Flint;;;;;;;;;x 
b_ruthin;Ruthin;;;;;;;;;x 
b_basingwerk;Basingwerk;;;;;;;;;x 
b_ewloe;Ewloe;;;;;;;;;x 
b_hawarden;Hawarden;;;;;;;;;x 
c_powys_adj;Powysian;;;;;;;;;x 
b_caersws;Caersws;;;;;;;;;x 
b_mathrafal;Mathrafal;;;;;;;;;x 
b_llangollen;Llangollen;;;;;;;;;x 
b_llandinam;Llandinam;;;;;;;;;x 
b_glascwm;Glascwm;;;;;;;;;x 
b_radnor;Radnor;;;;;;;;;x 
b_montgomery;Montgomery;;;;;;;;;x 
b_rhayader;Rhuddalt;;;;;;;;;x 
d_deheubarth;Deheubarth;;;;;;;;;x 
c_dyfed_adj;Dyfedian;;;;;;;;;x 
b_carmarthen;Carmarthen;;;;;;;;;x 
b_dinefwr;Dinefwr;;;;;;;;;x 
b_st_davids;St. Davids;;;;;;;;;x 
b_kidwelly;Kidwelly;;;;;;;;;x 
b_llandeilo;Llandeilo;;;;;;;;;x 
b_pembroke;Pembroke;;;;;;;;;x 
b_narberth;Narberth;;;;;;;;;x 
b_haverford;Haverford;;;;;;;;;x 
c_glamorgan_adj;Glamorganian;;;;;;;;;x 
b_cardiff;Cardiff;;;;;;;;;x 
b_neath;Neath;;;;;;;;;x 
b_llandaff;Llandaff;;;;;;;;;x 
b_caerphilly;Caerphilly;;;;;;;;;x 
b_swansea;Swansea;;;;;;;;;x 
b_loughor;Loughor;;;;;;;;;x 
b_margam;Margam;;;;;;;;;x 
b_ogmore;Ogmore;;;;;;;;;x 
c_gwent_adj;Gwentian;;;;;;;;;x 
b_caerwent;Caerwent;;;;;;;;;x 
b_chepstow;Chepstow;;;;;;;;;x 
b_abergavenny;Abergavenny;;;;;;;;;x 
b_monmouth;Monmouth;;;;;;;;;x 
b_caerleon;Caerleon;;;;;;;;;x 
b_newport;Newport;;;;;;;;;x 
b_brecon;Brecon;;;;;;;;;x 
