#CODE;ENGLISH;;;;;;;;;x 
AIREASON_CAN_PAY_OWN_RANSOM;§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom;;;;;;;;;x 
EVTDESC_SoA_5045;Thundering hooves are heard down the road. The pilgrims look with apprehension at the rising dust cloud. As the riders close, steel armour and steel-tipped lances reflect the bright sunlight. The tension rises, but then a collective sigh of relief is heard as the banner of the holy knights is seen flying above the mass of armored men. The knights halt before the pilgrims and graciously offer to accompany you on the road.;;;;;;;;;x 
EVTOPTA_SoA_5045;Praised be [Root.Religion.GetRandomGodName]! A most welcome escort!;;;;;;;;;x 
EVTOPTB_SoA_5045;Never trust armed men who appear out of nowhere.;;;;;;;;;x 
EVTDESC_SoA_5046;As the evening approaches after a long day on the road, you come upon several campfires. Around the fires you find a group of holy knights, resting after a long day's ride. They invite you to share their meal and trade stories.;;;;;;;;;x 
EVTOPTA_SoA_5046;Discuss theology with the knights.;;;;;;;;;x 
EVTOPTB_SoA_5046;Trade stories of war.;;;;;;;;;x 
EVTDESC_SoA_5047;During the last couple of days, you have made company on the road with a holy knight on his way to the same destination. You have lively and interesting conversations, and you find that you have many things in common.;;;;;;;;;x 
EVTOPTA_SoA_5047;How unexpected, to make a new friend this far from home.;;;;;;;;;x 
EVTOPTB_SoA_5047;I have no need for friends.;;;;;;;;;x 
gain_friend;[Root.GetTitledName] gains a new friend.;;;;;;;;;x 
EVTDESC_SoA_5087;You have made friends with [From.GetTitledName].;;;;;;;;;x 
EVTOPTA_SoA_5087;Great!;;;;;;;;;x 
EVTNAME_SoA_5050;Canterbury;;;;;;;;;x 
EVTDESC_SoA_5050;You have finally arrived at Canterbury! It is beautifully situated on the river Stour in Kent in southeast England. The town itself and the surrounding meadows are full of pilgrims from all over Europe. You start to make your way through the hustle and bustle, eager to see the famous cathedral and contemplate the tomb of the martyr Thomas Becket, who was viciously murdered inside the cathedral itself.;;;;;;;;;x 
EVTOPTA_SoA_5050;A green and pleasant land!;;;;;;;;;x 
EVTNAME_SoA_5051;Jerusalem;;;;;;;;;x 
EVTDESC_SoA_5051;You have finally arrived at Jerusalem! Passing by the Mount of Olives, you enter through the city gate and are immediately overcome by a feeling of having made a truly epic journey. The city is filled with people of all creeds and colors, the air heavy with smells of strange spices and foreign plants. You make your way through the throng of people and animals, excited by the knowledge that you are now close to the Via Dolorosa and the other holy places. You plan to also visit the Church of the Nativity in Bethlehem, but first of all you need to find someplace to stay. After all, you wouldn't want to be forced to sleep in a stable, would you?;;;;;;;;;x 
EVTOPTA_SoA_5051;O Jerusalem, Jerusalem!;;;;;;;;;x 
EVTNAME_SoA_5052;Köln;;;;;;;;;x 
EVTDESC_SoA_5052;You have finally arrived at Köln! The mighty cathedral housing the relics of the Three Kings is still under construction, but it is an impressive structure nonetheless. The city itself lies on the mighty river Rhine, and busy commerce mingles with the flow of pilgrims.;;;;;;;;;x 
EVTOPTA_SoA_5052;I will pray at the Shrine of the Three Kings!;;;;;;;;;x 
EVTNAME_SoA_5053;Rome;;;;;;;;;x 
EVTDESC_SoA_5053;You have finally arrived at Rome! As you enter the Eternal City, you are struck by the many ancient buildings and monuments that you pass by. It is truly impressive, and you try to imagine how the apostles felt when they first came here on their holy mission at a time when the city's power was at its peak. Though large areas seem to be depopulated, the city still boasts an impressive population concentrated around the Tiber river. The holy sites you want to visit are primarily the basilicas of Saint Peter and Saint Paul, as well as other early churches and places connected to the martyrs. You start making your way to the center of the city, hoping that you won't get lost in traffic as the crowds start to get more dense.;;;;;;;;;x 
EVTOPTA_SoA_5053;A thousand roads lead men forever to Rome!;;;;;;;;;x 
EVTNAME_SoA_5054;Santiago;;;;;;;;;x 
EVTDESC_SoA_5054;You have finally arrived at Santiago, the oldest major pilgrimage site in the West. It is an inland town close to the Atlantic Ocean, with origins going back at least to the Roman Empire. The fabled Way of Saint James is a long road to travel, and you have passed through many towns and villages on your way here.\n\nThe legend holds that as Saint James' remains were brought here by ship from Jerusalem, they were lost at sea due to a storm. But soon after they were miraculously washed ashore, covered in scallops. Because of this, scallop shells have become a popular souvenir among pilgrims.\n\nYour mind dwells on the legends of this holy place,  as you make your way through the crowds towards the center of town.;;;;;;;;;x 
EVTOPTA_SoA_5054;I must remember to bring a seashell home with me!;;;;;;;;;x 
EVTNAME_SoA_5097;Constantinople;;;;;;;;;x 
EVTDESC_SoA_5097;You have finally arrived at Constantinople! The city is enormous, dwarfing all other cities that you've seen. There is a bustle of people, commerce, sounds and smells that overpower your senses and leave you quite dizzy. As you make your way through the streets in order to find a place to stay, you are impressed by scale and number of the ancient churches and monuments that appear everywhere along your path.\n\nYou press on through the crowds, eager to finally look upon such fabled churches as the Hagia Sofia and the Saint George.;;;;;;;;;x 
EVTOPTA_SoA_5097;Ah, the City of Constantine!;;;;;;;;;x 
EVTNAME_SoA_5098;Aksum;;;;;;;;;x 
EVTDESC_SoA_5098;You have finally arrived at Aksum! This is one of the oldest centers of the Christian faith, and it is here that the Ark of the Covenant is kept, guarded by monks inside the Church of Our Lady Mary of Zion. Though no longer the great city it once was, Aksum is still an important center of pilgrimage, and you can see many travellers in the streets.;;;;;;;;;x 
EVTOPTA_SoA_5098;It is beautiful, ancient Aksum!;;;;;;;;;x 
EVTNAME_SoA_5099;Antioch;;;;;;;;;x 
EVTDESC_SoA_5099;You have finally arrived at Antioch! This is the oldest city of Christianity, the first place where people actually began to call themselves 'Christian'. Saint Peter and Saint Paul both worked here, as did Saint Ignatius. It is a place where early Christendom was formed and defined, and it later expanded from here, westwards, to Rome and beyond.\n\nAs your feet tread the ancient streets of Antioch, you can feel the history and tradition in the air around you.;;;;;;;;;x 
EVTOPTA_SoA_5099;A great and ancient city!;;;;;;;;;x 
EVTDESC_SoA_5056;As you walk around on this holy ground, you ponder the secrets and the essence of God. The teachings of the holy church have never felt more relevant to you than now. Imagine the knowledge contained in the scriptures stored here!;;;;;;;;;x 
EVTOPTA_SoA_5056;The way to Heaven is through study.;;;;;;;;;x 
EVTOPTB_SoA_5056;No, I shall spend my time praying.;;;;;;;;;x 
EVTDESC_SoA_5057;The saints, this holy ground, how it all moves my soul! I realize now that all my life up to this point has only been a preparation for this journey. How wondrous that the light of the Lord truly shines in me, a poor sinner. From now on I shall always do His work.;;;;;;;;;x 
EVTOPTA_SoA_5057;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;x 
EVTDESC_SoA_5058;Traveling all this way to see the holy places, you had hoped for more than this. It's just lots of people, some churches and a few bones that really look quite suspicious. Before coming, you had read the exalted stories of other pilgrims, but this just isn't like they described it.;;;;;;;;;x 
EVTOPTA_SoA_5058;That's it?;;;;;;;;;x 
EVTDESC_SoA_5059;As you approach the holy temple, you overhear a theological discussion between several priests. You stop and eagerly engage them in conversation, expanding upon several of your favorite topics. They are very impressed by your knowledge and invite you to hold a lecture for a group of assembled religious scholars.;;;;;;;;;x 
EVTOPTA_SoA_5059;I will be most pleased to share my knowledge.;;;;;;;;;x 
EVTDESC_SoA_5060;The bustling mass of pilgrims is impressive, as are the many languages, colors and ways of dress present. People come here from west, east, north and south. You are standing at a place where the roads meet, and that is where people and ideas meet.;;;;;;;;;x 
EVTOPTA_SoA_5060;Take the opportunity to observe different languages and customs.;;;;;;;;;x 
EVTOPTB_SoA_5060;Take the opportunity to meet new people.;;;;;;;;;x 
EVTDESC_SoA_5061;The stories of other pilgrims all spoke of how impressive this place is. Now that you can see it with your own eyes, you can only join in their praise. You are glad that you came here, to one of Christianity's holiest places.;;;;;;;;;x 
EVTOPTA_SoA_5061;It was well worth the journey!;;;;;;;;;x 
EVTDESC_SoA_5062;So far from home, all alone, and so many lovely people in the same situation as me. It's a great opportunity for some fun, isn't it?;;;;;;;;;x 
EVTOPTA_SoA_5062;What's the harm?;;;;;;;;;x 
EVTOPTB_SoA_5062;That's not what I'm here for.;;;;;;;;;x 
EVTDESC_SoA_5063;This holy place is bustling with pilgrims from all over the world, and a myriad of accents and languages mingle in the parks and plazas. In this great cultural melting pot, should there not also be room for me to express who I really am?;;;;;;;;;x 
EVTOPTA_SoA_5063;The folks at home will never know.;;;;;;;;;x 
EVTOPTB_SoA_5063;No, it's a sin!;;;;;;;;;x 
EVTNAME_SoA_5064;The healers;;;;;;;;;x 
EVTDESC_SoA_5064;Near the holy sites, you hear rumors of a group of monks with strange cures for diseases. Eagerly, you seek them out, hoping against hope that they may aid you. Once in their care you are fed strange potions, foods and herbs. You are unconscious or delirious during most of the process and remember few details, but at last you wake up to find that you have been miraculously healed of your ills.;;;;;;;;;x 
EVTOPTA_SoA_5064;God's hand touched me and healed me.;;;;;;;;;x 
EVTOPTB_SoA_5064;These monks really know their stuff.;;;;;;;;;x 
EVTOPTC_SoA_5064;I must learn more of this secret magic.;;;;;;;;;x 
EVTDESC_SoA_5065;All these magnificent temples built in your honor! Oh the glory! And all these pilgrims - finally you may revel in their adulation. Perhaps you should reveal yourself to the masses who have come to worship you?;;;;;;;;;x 
EVTOPTA_SoA_5065;Speak to them!;;;;;;;;;x 
EVTOPTB_SoA_5065;No, I shall enjoy this glorious time in silence.;;;;;;;;;x 
EVTDESC_SoA_5066;You have come to visit the holy sites and show your devotion. But surely, there is no harm in having a little fun first?;;;;;;;;;x 
EVTOPTA_SoA_5066;To the tavern!;;;;;;;;;x 
EVTOPTB_SoA_5066;No... must control... myself...;;;;;;;;;x 
EVTDESC_SoA_5067;Jerusalem, what a fascinating place! A holy place for three great religions, and the city and surrounding area are full of monuments giving tribute to God. Somehow when you look closer, they don't seem all that different. It rather makes you think, doesn't it?;;;;;;;;;x 
EVTOPTA_SoA_5067;Muhammad was a great thinker.;;;;;;;;;x 
EVTOPTB_SoA_5067;Jesus was a Jew, wasn't he?;;;;;;;;;x 
EVTDESC_SoA_5080;Blasphemous fools! Do they not know their Lord? How dare they throw you out of your own temple?;;;;;;;;;x 
EVTOPTA_SoA_5080;I shall have my vengeance.;;;;;;;;;x 
EVTDESC_SoA_5091;You have finally returned from your pilgrimage. It was a rewarding and interesting journey, and you'd do it all again if you could. Still, it's good to be back home.;;;;;;;;;x 
EVTOPTA_SoA_5091;A great experience!;;;;;;;;;x 
EVTDESC_SoA_5092;You have finally returned from your pilgrimage. It didn't turn out quite as expected, and perhaps you shouldn't have gone there in the first place. But there's no changing it now, at least you're home again and can start forgetting about it.;;;;;;;;;x 
EVTOPTA_SoA_5092;I won't tell my family what really happened out there.;;;;;;;;;x 
EVTDESC_SoA_5093;You have finally returned from your pilgrimage. Though the insolent rats did not recognize you or pay you proper homage, it was still an enlightening experience. Now there is plenty of time to prepare the day of reckoning.;;;;;;;;;x 
EVTOPTA_SoA_5093;They will pay for worshipping false idols.;;;;;;;;;x 
INTERACTION_REQUIRES_MONEY_RECIPIENT;§Y[Actor.RelHead.GetTitledFirstName]§W can afford to lose §Y$WEALTH$§!¤ wealth.;;;;;;;;;x 
ASK_FOR_MONEY_INTERACTION_TITLE;Request Money;;;;;;;;;x 
ASK_FOR_MONEY_INTERACTION_DESC;Ask §Y[Actor.RelHead.GetTitledFirstName]§W for §Y$WEALTH$§!¤ money at the cost of §Y$PIETY$§! [Player.Religion.GetPietyName].;;;;;;;;;x 
ASK_FOR_MONEY_INTERACTION_LONG_DESC;The head of a religion can grant rulers he likes enough some money. However, the very act of asking will cost you [Player.Religion.GetPietyName].;;;;;;;;;x 
ASK_FOR_MONEY_INTERACTION_ACCEPT_SETUP;Request for Money Accepted;;;;;;;;;x 
ASK_FOR_MONEY_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§! has received a gift from §Y[Recipient.GetBestName]§!;;;;;;;;;x 
ASK_FOR_MONEY_INTERACTION_DECLINE_SETUP;Request for money declined;;;;;;;;;x 
ASK_FOR_MONEY_INTERACTION_DECLINE_LOG;§Y[Recipient.GetBestName]§! has declined a request to gift §Y[Actor.GetBestName]§!;;;;;;;;;x 
ASK_FOR_MONEY_INTERACTION_OFFER;[Actor.GetBestName] has presented a request for §Y$COST$§W to us!;;;;;;;;;x 
ASK_FOR_MONEY_INTERACTION_LETTER;Please accept my request of §Y$COST$§!.;;;;;;;;;x 
EVTDESC_SOA_3100;Of course I will give you some funds to help spread the Faith in your realm. I trust §Y[GetDiploGiftSize]§!¤ will do?;;;;;;;;;x 
EVTDESC_SOA_3101;Your request for §Y[GetDiploGiftSize]§!¤ is denied. I doubt you would use the money to aid the Faith.;;;;;;;;;x 
asked_for_money;Asked for Money;;;;;;;;;x 
AIREASON_FREE_VS_PAPAL_INVEST_ASK_FOR_MONEY;You have Free Investiture;;;;;;;;;x 
AIREASON_SUPPORTED_ELECTION;You supported this Pope's election;;;;;;;;;x 
ASK_FOR_CRUSADE_INTERACTION_TITLE;Request Crusade;;;;;;;;;x 
ASK_FOR_CRUSADE_INTERACTION_DESC;Ask §Y[Actor.RelHead.GetTitledFirstName]§W to launch a [Actor.Religion.GetCrusadeName]. This will cost you [Player.Religion.GetPietyName].;;;;;;;;;x 
ASK_FOR_CRUSADE_INTERACTION_LONG_DESC;The head of a religion can start a [Actor.Religion.GetCrusadeName] at your request. However, the very act of asking will cost you [Player.Religion.GetPietyName].;;;;;;;;;x 
asked_for_crusade;Asked for Religious War;;;;;;;;;x 
EVTDESC62000;The defenders of §Y[From.Siege.GetName]§! successfully raided the camps of the besiegers, inflicting heavy casualties.;;;;;;;;;x 
EVTDESC62002;The defenders of §Y[From.Siege.GetName]§! launched an unsuccessful raid against the besiegers, taking heavy losses in the attempt.;;;;;;;;;x 
EVTDESC62004;The defenders of §Y[From.Siege.GetName]§! executed captives on the wall, angering the besiegers and strengthening their resolve.;;;;;;;;;x 
EVTDESC62005;Rumors of a traitor working with the besiegers has eroded the morale of the defenders of §Y[From.Siege.GetName]§!.;;;;;;;;;x 
EVTDESC62006;An outbreak of disease in the camps outside the walls of §Y[From.Siege.GetName]§! has killed many of the besiegers.;;;;;;;;;x 
EVTDESC62007;Large numbers of the famished defenders of §Y[From.Siege.GetName]§! have succumbed to starvation.;;;;;;;;;x 
EVTDESC62008;Food and supplies have been smuggled into §Y[From.Siege.GetName]§!, increasing the morale of the defenders.;;;;;;;;;x 
EVTDESC62009;Bandits have raided the siege camps outside §Y[From.Siege.GetName]§!, killing many of the besieging soldiers.;;;;;;;;;x 
EVTDESC62010;Tuscan raiders have attacked the siege camps outside §Y[From.Siege.GetName]§!, killing many of the besieging soldiers.;;;;;;;;;x 
EVTDESC62040;Tuscan raiders have attacked the siege camps outside §Y[From.Siege.GetName]§!, but they were startled by a surprise counter attack.;;;;;;;;;x 
EVTDESC62011;Encouraged by a holy omen, the emboldened Christian defenders of §Y[From.Siege.GetName]§! caused havoc on the pagan siege lines in a daring raid.;;;;;;;;;x 
EVTDESC62012;After finding a holy relic, the emboldened Christian defenders of §Y[From.Siege.GetName]§! caused havoc on the Muslim siege lines in a daring raid.;;;;;;;;;x 
EVTDESC62013;A Sufi mystic has heartened the Muslim defenders of §Y[From.Siege.GetName]§!, and they have inflicted severe losses on the besieging infidels.;;;;;;;;;x 
borrow_money_jews;Borrow 300¤ from Jewish Merchants;;;;;;;;;x 
borrow_money_jews_desc;I can borrow 300¤ from Jewish merchants and moneylenders living in the realm. With the interest agreed upon, I will owe them 350¤ to be paid back at my convenience.;;;;;;;;;x 
borrowed_from_jews;Owes 350¤ to Jewish Moneylenders;;;;;;;;;x 
repay_money_jews;Repay the 350¤ loan;;;;;;;;;x 
repay_money_jews_desc;I will repay the gold that I owe the Jewish moneylenders.;;;;;;;;;x 
asked_for_excommunication;Asked for excommunication;;;;;;;;;x 
asked_to_lift_excommunication;Asked to lift excommunication;;;;;;;;;x 
asked_for_invasion;Asked for invasion;;;;;;;;;x 
asked_for_divorce;Asked for divorce;;;;;;;;;x 
INTERACTION_REQUIRES_RELIGIOUS_INVESTITURE;Requires Papal Investiture;;;;;;;;;x 
NOMINATE_BISHOP_TO_POPE_INTERACTION_TITLE;Nominate Bishop;;;;;;;;;x 
NOMINATE_BISHOP_TO_POPE_INTERACTION_DESC;Ask §Y[Actor.RelHead.GetTitledFirstName]§W to choose your selected courtier as the next bishop for one of your churches. This will cost you Piety.;;;;;;;;;x 
NOMINATE_BISHOP_TO_POPE_INTERACTION_ACCEPT_SETUP;Request for Bishop Nomination Accepted;;;;;;;;;x 
NOMINATE_BISHOP_TO_POPE_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§W nominated a bishop to §Y[Recipient.GetBestName]§W;;;;;;;;;x 
NOMINATE_BISHOP_TO_POPE_INTERACTION_DECLINE_SETUP;Request for Bishop Nomination Declined;;;;;;;;;x 
NOMINATE_BISHOP_TO_POPE_INTERACTION_DECLINE_LOG;§Y[Actor.GetBestName]§W nominated a bishop to §Y[Recipient.GetBestName]§W;;;;;;;;;x 
NOMINATE_BISHOP_TO_POPE_INTERACTION_OFFER;[Actor.GetBestName] has presented a nomination for bishopric to us!;;;;;;;;;x 
NOMINATE_BISHOP_TO_POPE_INTERACTION_LETTER;Please accept my nomination of this bishop.;;;;;;;;;x 
EVTDESC_SOA_3102;I have accepted your request of nomination for bishopric.;;;;;;;;;x 
EVTDESC_SOA_3103;I have refused your request of nomination for bishopric.;;;;;;;;;x 
asked_to_nominate_bishop;Asked to Nominate Bishop;;;;;;;;;x 
SHOW_COLLEGE_OF_CARDINALS;The College of Cardinals;;;;;;;;;x 
BACK_TO_RELIGION_VIEW;Back to the Religion View;;;;;;;;;x 
CAMPAIGN_FUND_CARDINALS_DESC;Money in the Campaign Fund will increase your influence with the Papacy and make your candidate more likely to be elected the next $RULER_TITLE$. You can freely adjust the amount until the next $RULER_TITLE$ is elected, when the Fund will be used up in the election campaign.;;;;;;;;;x 
EVTDESC_SoA_107;Your liege, [Root.Liege.GetTitledFirstName], has issued a decree calling for the expulsion of all unlanded Jews from the entire realm, citing various grievances committed by them against the Crown.;;;;;;;;;x 
EVTOPTA_SoA_107;I see.;;;;;;;;;x 
EVTOPTB_SoA_107;Alas, this means my loan cannot be repaid...;;;;;;;;;x 
EVTDESC_SoA_108;Your liege, [Root.TopLiege.GetTitledFirstName], has decided to rescind the decree calling for the expulsion of all Jews. They are now once more permitted to live and work within the borders of the realm.;;;;;;;;;x 
EVTDESC_SoA_300;The sudden expulsion of several important Jewish merchants has done some damage to the economy of your realm. It would seem they played a bigger role in the economic development of [Root.Capital.GetName] than your advisors gave them credit for.;;;;;;;;;x 
EVTOPTA_SoA_300;Fools!;;;;;;;;;x 
EVTDESC_SoA_301;Several of the largest patrons of culture in [Root.Capital.GetName] were apparently Jewish, something your advisors were ignorant of. Since the expulsion of the Jewry, cultural life all across the realm has suffered.;;;;;;;;;x 
EVTOPTA_SoA_301;Who needs culture?;;;;;;;;;x 
EVTDESC_SoA_302;It would appear that the military of your realm was more dependent on the efforts of Jewish men than previously thought. Since the expulsion of the Jewry, several important administrative posts remain vacant and there simply aren't enough qualified men to fill them.;;;;;;;;;x 
EVTOPTA_SoA_302;Must I do everything myself?;;;;;;;;;x 
mutazilite;Mu'tazilite;;;;;;;;;x 
mutazilite_desc;This character is an adherent of the Sunni Mu'tazila school of theology, placing emphasis on rationality, reason and free will.;;;;;;;;;x 
ashari;Ash'ari;;;;;;;;;x 
ashari_desc;This character is an adherent of the Sunni Ash'ari school of theology, placing emphasis on tradition, revelation and occasionalism.;;;;;;;;;x 
EVTTOOLTIP_SoA_600;You embrace the Mu'tazila school of theology.;;;;;;;;;x 
EVTDESC_SoA_600;The Mu'tazila school of theology holds that the Qur'an was created and is not eternal, and that the injunctions of Allah are accessible to rational thought and inquiry. Influenced by this school, the learned and wise men of your realm have become more productive in their scientific pursuits.;;;;;;;;;x 
EVTOPTA_SoA_600;This is the right path.;;;;;;;;;x 
EVTTOOLTIP_SoA_601;You embrace the Ash'ari school of theology.;;;;;;;;;x 
EVTDESC_SoA_601;The Ash'ari school of theology holds that the Qur'an is eternal and exact, that full comprehension of Allah is beyond human understanding and that moral truths can only be taught by means of revelation. The clergy of your realm have fully embraced this school, leading to a surge in religious fervor.;;;;;;;;;x 
embrace_mutazila;Embrace the Mu'tazila School;;;;;;;;;x 
embrace_mutazila_desc;You embrace Mu'tazila, a Sunni school of theology that emphasizes rationality, reason and free will. This will benefit your research, but members of the opposing Ash'ari school will disapprove.;;;;;;;;;x 
embrace_ashari;Embrace the Ash'ari School;;;;;;;;;x 
embrace_ashari_desc;You embrace Ash'ari, a Sunni school of theology that emphasizes tradition, revelation and occasionalism. This will increase your piety, but members of the opposing Mu'tazila school will disapprove.;;;;;;;;;x 
opinion_rejected_school;Rejected School;;;;;;;;;x 
EVTDESC_SoA_603;[From.GetTitledFirstName] is a follower of the Mu'tazila school of theology, which stands in direct opposition to the Ash'ari school which you have pledged yourself to. Perhaps you should have a word with [From.GetHerHim].;;;;;;;;;x 
EVTOPTA_SoA_603;Yes, I will enlighten [From.GetHerHim].;;;;;;;;;x 
EVTOPTB_SoA_603;No, it is not my concern.;;;;;;;;;x 
EVTTOOLTIP_SoA_604;You ask your vassal to switch theological school.;;;;;;;;;x 
EVTDESC_SoA_604;It has come to my attention that you're a follower of the heretical Mu'tazila school. Their tenets and philosophies are an affront to Allah and the teachings of the Prophet (peace be upon him). I urge you instead to embrace the Ash'ari doctrine.\n\nSigned,\n[From.GetTitledFirstName];;;;;;;;;x 
EVTOPTA_SoA_604;Yes, perhaps it would be best...;;;;;;;;;x 
EVTOPTB_SoA_604;Never!;;;;;;;;;x 
EVTTOOLTIP_SoA_605;You send word that you agree to adopt the Ash'ari school.;;;;;;;;;x 
EVTDESC_SoA_605;As always, my liege, your wisdom far exceeds my own. If you think it best, I will abandon the Mu'tazila teachings and instead embrace the doctrines of Ash'ari.\n\nSigned,\n[From.GetTitledFirstName];;;;;;;;;x 
EVTOPTA_SoA_605;A wise choice.;;;;;;;;;x 
EVTTOOLTIP_SoA_606;You send word that you refuse to adopt the Ash'ari school.;;;;;;;;;x 
EVTDESC_SoA_606;You may be my liege in the mortal world, but do not presume to dictate how I lead my spiritual life. That is between me, Allah and the Prophet (peace be upon them). I have no intention of adopting the heretical ways of the Ash'ari school.\n\nSigned,\n[From.GetTitledFirstName];;;;;;;;;x 
EVTOPTA_SoA_606;That impudent...!;;;;;;;;;x 
EVTDESC_SoA_611;[From.GetTitledFirstName] is a follower of the Ash'ari school of theology, which stands in direct opposition to the Mu'tazila school which you have pledged yourself to. Perhaps you should have a word with [From.GetHerHim].;;;;;;;;;x 
EVTOPTA_SoA_611;Yes, I will enlighten [From.GetHerHim].;;;;;;;;;x 
EVTOPTB_SoA_611;No, it is not my concern.;;;;;;;;;x 
EVTTOOLTIP_SoA_612;You ask your vassal to switch theological school.;;;;;;;;;x 
EVTDESC_SoA_612;It has come to my attention that you're a follower of the misguided Ash'ari school. Their tenets and philosophies are an affront to Allah and the teachings of the Prophet (peace be upon him). I urge you instead to embrace the Mu'tazila doctrine.\n\nSigned,\n[From.GetTitledFirstName];;;;;;;;;x 
EVTOPTA_SoA_612;Yes, perhaps it would be best...;;;;;;;;;x 
EVTOPTB_SoA_612;Never!;;;;;;;;;x 
EVTTOOLTIP_SoA_613;You send word that you agree to adopt the Mu'tazila school.;;;;;;;;;x 
EVTDESC_SoA_613;As always, my liege, your wisdom far exceeds my own. If you think it best, I will abandon the Ash'ari teachings and instead embrace the doctrines of Mu'tazila.\n\nSigned,\n[From.GetTitledFirstName];;;;;;;;;x 
EVTOPTA_SoA_613;A wise choice.;;;;;;;;;x 
EVTTOOLTIP_SoA_614;You send word that you refuse to adopt the Mu'tazila school.;;;;;;;;;x 
EVTDESC_SoA_614;You may be my liege in the mortal world, but do not presume to dictate how I lead my spiritual life. That is between me, Allah and the Prophet (peace be upon them). I have no intention of adopting the heretical ways of the Mu'tazila school.\n\nSigned,\n[From.GetTitledFirstName];;;;;;;;;x 
EVTOPTA_SoA_614;That impudent...!;;;;;;;;;x 
EVTDESC_SoA_620;Given your cynical nature, you have begun to question some of the basic tenets of the Ash'ari school of theology as of late. The more you look at the teachings of the opposing Mu'tazila school, the more they seem to make sense...;;;;;;;;;x 
EVTOPTA_SoA_620;Perhaps I have been walking the wrong path...;;;;;;;;;x 
EVTOPTB_SoA_620;No! I must purge my mind of such heretical thoughts.;;;;;;;;;x 
EVTDESC_SoA_621;Given your zealous nature, you have begun to question some of the basic tenets of the Mu'tazila school of theology as of late. The more you look at the teachings of the opposing Ash'ari school, the more they seem to make sense...;;;;;;;;;x 
EVTOPTB_SoA_621;No! I must purge my mind of such misguided notions.;;;;;;;;;x 
EVTDESC_TOG_1191;Rebels killed §Y[From.GetTitledName]§! after taking §Y[FromFrom.GetName]§! in §Y[FromFrom.County.GetName]§!.;;;;;;;;;x 
ACHIEVEMENT_GAINED_SETUP;Achievement gained!;;;;;;;;;x 
ACHIEVEMENT_GAINED_LOG;You unlocked $ACHIEVEMENT$!;;;;;;;;;x 
EVTDESC_SoA_5200;As you are leading your troops on campaign, one day a sergeant from your army rides up and asks to speak to you. He presents you with a small box containing a holy relic, and explains that it was found by a foraging party in the ashes of a nearby church.;;;;;;;;;x 
EVTOPTA_SoA_5200;This shall henceforth be an heirloom of my family.;;;;;;;;;x 
EVTOPTB_SoA_5200;I will give it to the local church back home.;;;;;;;;;x 
EVTDESC_SoA_5201;One day at the market, a strange man comes up to you and offers to sell to you what he swears is a finger of Saint John the Baptist. You look at it carefully, and it does indeed seem to be a set of old human bones.;;;;;;;;;x 
EVTOPTA_SoA_5201;I must purchase this most holy relic!;;;;;;;;;x 
EVTOPTB_SoA_5201;This can be anyone's finger.;;;;;;;;;x 
EVTDESC_SoA_5202;A priest has arrived and asked for an audience. After being shown in, he explains that his small church can no longer protect the holy relic it holds, due to robbers plaguing the countryside. He therefore asks for your family to keep it.;;;;;;;;;x 
EVTOPTA_SoA_5202;Fear not, we shall protect it.;;;;;;;;;x 
EVTDESC_SoA_5203;That old relic that has been in your family's care... you realize you haven't seen it around it in a very long time. You look for it, but you can't find it anywhere. Why do these things always happen to you?;;;;;;;;;x 
EVTOPTA_SoA_5203;Better not mention this to anyone.;;;;;;;;;x 
EVTDESC_SoA_5204;Enemy raiders have attacked the small chapel where your family relic was kept. The priest tending the chapel tried to stop them but was slain on the doorstep.;;;;;;;;;x 
EVTOPTA_SoA_5204;Thieves and murderers!;;;;;;;;;x 
EVTDESC_SoA_5205;Disaster, My [Root.GetLordLady]! Your court chaplain was attacked by a stray dog while he was carrying your family's relic shrine, and the holy bones fell out on the floor. And... well, the dog... we found it burying the bones in the yard among a lot of other bones stolen from the kitchens. Now it's impossible to sort out what is what.;;;;;;;;;x 
EVTOPTA_SoA_5205;Curses! My ancestors will be turning in their graves.;;;;;;;;;x 
EVTOPTB_SoA_5205;Just put any old bones in there, no one will know the difference.;;;;;;;;;x 
EVTOPTC_SoA_5205;Hang on, let me see...;;;;;;;;;x 
EVTDESC_SoA_5206;Your court chaplain comes to you and suggests that the family relic could be used to help heal your pains. A night of prayers and the presence of this holy item might bring the Lord's attention to you and drive the sickness out.;;;;;;;;;x 
EVTOPTA_SoA_5206;Our holy relic will surely be my salvation!;;;;;;;;;x 
EVTOPTB_SoA_5206;Bring a healer but keep those old bones away from me.;;;;;;;;;x 
EVTDESC_SoA_5207;As the farmers prepare for sowing their spring crops, your court chaplain suggests that you bring out the holy relic in procession and bless the fields. Surely, this would increase the likelihood of a bountiful harvest this year.;;;;;;;;;x 
EVTOPTA_SoA_5207;Yes, it will bless the land and pacify the peasants.;;;;;;;;;x 
EVTOPTB_SoA_5207;No, I don't think it would do any good.;;;;;;;;;x 
EVTDESC_SoA_5208;Fingers of Saint John the Baptist, discount price for boxes of ten!\nA bishop brings to your attention that false relics are being sold at the market at great profits. They do of course generate a lot of commerce and taxes, but still, it's rather immoral and blasphemous.;;;;;;;;;x 
