#CODE;ENGLISH;;;;;;;;;x 
LEDGER_SORT_DELAYED;§GClick to sort using this column§W;;;;;;;;;x 
alert_owns_wrong_settlement_type_delayed;The following Holdings are of the wrong type:\n$LIST$;;;;;;;;;x 
PREV_PROVINCE;Switch to the previous holding in this demesne;;;;;;;;;x 
NEXT_PROVINCE;Switch to the next holding in this demesne;;;;;;;;;x 
OUTLINER_BUTTON_CONFIG;Open outliner category configuration;;;;;;;;;x 
OUTLINER_BUTTON_LOCK;Lock/Unlock outliner openness;;;;;;;;;x 
OUTLINER_BUTTON_TOGGLE;Toggle the outliner open/close;;;;;;;;;x 
#OPINION_CHANGE;§Y$ACTIVE$'s§! opinion of §Y$PASSIVE$§! changed by $MUCH$.\n;;;;;;;;;x 
opinion_increased_authority;Increased Crown Authority;;;;;;;;;x 
ALL_DE_JURE_VASSALS;All De Jure Vassals;;;;;;;;;x 
ALL_DE_JURE_VASSAL_TITLES;All De Jure Vassal Titles;;;;;;;;;x 
NOT_WHILE_HOSTILE;They are our enemies!;;;;;;;;;x 
d_capua;Capua;;;;;;;;;x 
d_capua_adj;Capuan;;;;;;;;;x 
AI_WE_HAVE_TOTAL_VICTORY;'I have won a complete victory';;;;;;;;;x 
AI_GOOD_FOR_US;'I like the way you're thinking';;;;;;;;;x 
AI_WE_HAVE_WON;'I have won the war!';;;;;;;;;x 
AI_WE_ARE_WINNING;'I'm winning the war';;;;;;;;;x 
AI_WE_ARE_STALEMATE;'The war is indecisive';;;;;;;;;x 
AI_WE_WONT_GIVEUP_YET;'I still have untouched armies and holdings';;;;;;;;;x 
#AI_WE_ARE_LOSING;'I'm losing, but won't give up yet...';;;;;;;;;x 
AI_WE_ARE_ACCEPTING_WHITEPEACE;'I accept your offer of a white peace';;;;;;;;;x 
AI_WE_ARE_BEATEN;'I have lost the war...';;;;;;;;;x 
ATTACKTHEM_LOG;We have attacked the enemy in $PROVINCE$.;;;;;;;;;x 
ATTACKUS_LOG;We have been attacked in $PROVINCE$.;;;;;;;;;x 
SIEGEUS_LOG;Our holding in $PROVINCE$ is under siege.;;;;;;;;;x 
SIEGETHEM_LOG;We have laid siege to the holding in $PROVINCE$.;;;;;;;;;x 
CONFIRM_DISBAND_DESC2;Due to enemy presence in our homelands, only $NUM$ of $TOTAL$ troops will be able to return home.;;;;;;;;;x 
CONFIRM_DISBAND_DESC5;Due to not being in friendly territory, only $NUM$ of $TOTAL$ troops will be able to return home.;;;;;;;;;x 
CONFIRM_DISBAND_DESC3;Due to not being in a friendly port, only $NUM$ of $TOTAL$ ships will be able to return home.;;;;;;;;;x 
CONFIRM_DISBAND_DESC4;The $NAME$ will stand down and all ships will return home.;;;;;;;;;x 
RULER_STEWARDSHIP_BONUS;Ruler Stewardship Bonus;;;;;;;;;x 
EVTDESC3525;I tried to not show how flattering it was to be asked about celibacy and if I had some sort of advice. Unfortunately, I had not the time to talk about right now...;;;;;;;;;x 
EVTOPTA3525;Maybe tomorrow?;;;;;;;;;x 
EVTOPTB3525;...or ever!;;;;;;;;;x 
EVTOPTC3525;I only do it because I fear God's wroth!;;;;;;;;;x 
EVTDESC3530;A celibate life can be hard, but I fear life is harder for one of my courtiers whose sins our confessor often attack during his sermons. The poor sod's vices and lusts is controlling him and I don't envy him his time in purgatory.;;;;;;;;;x 
EVTOPTA3530;I should be a good [Root.Religion.GetName] and help him;;;;;;;;;x 
EVTOPTB3530;His sins are his own, no one can help him;;;;;;;;;x 
EVTOPTA3531;Not one more time!!;;;;;;;;;x 
the_flagellant;The Flagellant;;;;;;;;;x 
the_flagellant_desc;Flagellants mortify their own flesh by whipping it;;;;;;;;;x 
EVTDESC3535;Every other day, processions with people singing, carrying crosses and whipping themselves are marching through [Root.Location.GetName]. They ask to be forgiven for sins they have committed and believe the flagellation to work better than any other penance.;;;;;;;;;x 
EVTOPTA3535;I will join them and my sins will be forgiven!;;;;;;;;;x 
EVTTOOLTIP3536;will join the flagellants;;;;;;;;;x 
EVTOPTB3535;Isn't there a less painful way to be forgiven?;;;;;;;;;x 
EVTDESC3536;We walked through the village, lashing our skins with whips for every step we took. As a [Root.GetTitle] this felt slightly humiliating but I stood tall and continued my pilgrimage together with my fellow flagellants.;;;;;;;;;x 
EVTOPTA3536;I deserve this;;;;;;;;;x 
EVTTOOLTIP3537;note [Root.GetTitledFirstName]'s attempt at penance;;;;;;;;;x 
EVTDESC3537;[From.GetTitledFirstName] walked together with the others through the streets of [From.Location.GetName], praying and flagellating [From.GetHerselfHimself] with a cattail whip made of knotted cords.;;;;;;;;;x 
EVTOPTA3537;What an admirable [From.GetManWoman]!;;;;;;;;;x 
EVTTOOLTIPA3538;[This.GetTitledFirstName] is admired by [Root.GetTitledFirstName];;;;;;;;;x 
EVTOPTB3537;That's idiotic!;;;;;;;;;x 
EVTDESC3538;Even before [From.GetTitledFirstName] opened [From.GetHerHis] mouth, I knew [From.GetSheHe] would comment on the pilgrimage I took while flagellating myself.;;;;;;;;;x 
EVTOPTA3538;[From.GetSheHeCap] thinks I'm admirable!;;;;;;;;;x 
EVTOPTB3538;[From.GetSheHeCap] thinks I'm an idiot!;;;;;;;;;x 
#ct_training_grounds_1;Primitive Militia Training Grounds;;;;;;;;;x 
EVTOPTD3550;I'll sell those books I've already read;;;;;;;;;x 
EVTOPTA3555;My [Root.Spouse.GetFirstName] of course!;;;;;;;;;x 
EVTDESC3559;[From.GetTitledFirstName] had a huge rose pinned to [From.GetHerHis] clothes and as soon as I saw it I realized it couldn't have come from any place else than [Root.Spouse.GetFirstName]'s garden. I wanted to rip the rose off [From.GetTitledFirstName] and yell at [From.GetHerHim] for having an affair with my spouse, but I controlled myself and turned away.;;;;;;;;;x 
EVTOPTA3559;I have had enough!;;;;;;;;;x 
EVTOPTB3559;Why didn't [Root.Spouse.GetFirstName] give the rose to me?;;;;;;;;;x 
EVTOPTC3559;It hurts, but [Root.Spouse.GetSheHe] didn't intend it to be a token of love. I hope...;;;;;;;;;x 
EVTDESC38188;[FromFrom.GetTitledFirstName] has lost the joy of life. [FromFrom.GetSheHeCap] has gained the Depressed trait.;;;;;;;;;x 
EVTDESC38288;I have lost the joy of life. I have gained the Depressed trait.;;;;;;;;;x 
EVTDESC38289;My lovely garden does not bring me as much joy as it used to do. I have lost the Gardener trait.;;;;;;;;;x 
EVTDESC38190;[FromFrom.GetTitledFirstName] is feverish and has a headache. [FromFrom.GetSheHeCap] has gained the Ill trait.;;;;;;;;;x 
EVTDESC38290;I don't feel so good. I have gained the Ill trait.;;;;;;;;;x 
EVTDESC74050;I have given the order that a summer fair should be held in [Root.Capital.GetName] this summer!;;;;;;;;;x 
EVTOPTA3568;Might be easier to remove it if I ask someone to help me;;;;;;;;;x 
EVTOPTB3568;I'll ask my child to help me;;;;;;;;;x 
EVTOPTC3568;[Root.Spouse.GetFirstName] can help me;;;;;;;;;x 
EVTTOOLTIP3569;[This.GetTitledFirstName] is asked to help remove the beehive;;;;;;;;;x 
EVTOPTD3568;I'll do it myself. This might hurt...;;;;;;;;;x 
EVTDESC3569;I was asked by [From.GetTitledFirstName] to help [From.GetHerHim] remove a beehive and I reluctantly followed [From.GetHerHim] to take a look at it before I made any rash promises.;;;;;;;;;x 
EVTOPTA3569;It looks rather harmless. I'll help you;;;;;;;;;x 
EVTOPTB3569;This is as close as I'll get to that monstrosity!;;;;;;;;;x 
EVTDESC3670;With [From.GetTitledFirstName]'s help it was easy to remove the beehive, until we dropped it on the ground...;;;;;;;;;x 
EVTOPTA3670;None of us were harmed but the bees wasn't happy...;;;;;;;;;x 
EVTOPTB3670;The bees managed to sting [From.GetTitledFirstName] several times!;;;;;;;;;x 
EVTOPTC3670;The bee sting made [From.GetTitledFirstName] ill;;;;;;;;;x 
EVTDESC3671;I had to remove the beehive all by myself when [From.GetTitledFirstName] refused to go near it. It looked harmless but [From.GetTitledFirstName] was sweating and looked as if [From.GetSheHe] would faint at any time.;;;;;;;;;x 
EVTOPTA3671;Coward! It's your fault if the bees sting me;;;;;;;;;x 
EVTDESC3585;My alchemy 'kit' arrived with a small book, containing instructions for how to mix different substances without causing things to explode or start burning. It might be a good idea to read the book before fiddling with the alchemical ingredients...;;;;;;;;;x 
EVTOPTA3585;Nah, I start fiddling with it at once;;;;;;;;;x 
EVTTOOLTIPA3586;starts fiddling with alchemy without any prior knowledge;;;;;;;;;x 
EVTOPTB3585;Read up on alchemy first;;;;;;;;;x 
EVTTOOLTIPB3586;researches alchemy before fiddling with it;;;;;;;;;x 
EVTOPTC3585;I should be careful. I still remember what happened to my uncle...;;;;;;;;;x 
EVTDESC3586;The liquid dripped through the labyrinth of glass bottles blown in various forms and sizes. As it reached the end of the funnel, a drop of the liquid quivered on the edge before it slowly fell towards the awaiting bowl.;;;;;;;;;x 
EVTOPTA3586;Careful now...;;;;;;;;;x 
EVTTOOLTIP3587;Exploding Experiment!;;;;;;;;;x 
EVTTOOLTIP3588;Lead and Gold!;;;;;;;;;x 
EVTDESC3587;As the liquid slowly but steadily dripped into the bowl I waited eagerly for the substance to cool down. When finally every last drop was in the bowl darkness enveloped the castle and I had to light a candle to properly examine the liquid, which exploded.;;;;;;;;;x 
EVTOPTA3587;What will [Root.Spouse.GetFirstName] say when [Root.Spouse.GetSheHe] sees my face?;;;;;;;;;x 
EVTOPTB3587;My eyebrows!;;;;;;;;;x 
EVTDESC3588;The disappointment I felt when the liquid solidified was quickly replaced by joy when I realized that, instead of a Philosopher's Stone, I had created...;;;;;;;;;x 
EVTOPTA3588;Gold! I have created gold!;;;;;;;;;x 
EVTDESC3590;This illness is slowly killing me, sucking the life out of my bones and brain. Being a mystic I have knowledge of a potion rumored to cure any illness but even as I prepare the potion I fear it might kill me instead of curing me...;;;;;;;;;x 
EVTOPTB3590;I throw the potion away. I trust [Root.Religion.GetRandomGodName] will cure me!;;;;;;;;;x 
EVTOPTC3590;A real doctor should be able to make me better;;;;;;;;;x 
EVTDESC3594;I am desperate for a cure, the sickness seems to get worse for every day. I heard [From.GetTitledFirstName] had concocted something that [From.GetSheHe] said could cure all illnesses.;;;;;;;;;x 
EVTOPTB3593;My child is sick, the potion might cure it;;;;;;;;;x 
EVTOPTC3593;My spouse [Root.Spouse.GetFirstName] is sick...;;;;;;;;;x 
EVTOPTD3593;I don't dare let anyone try it;;;;;;;;;x 
EVTOPTA3610;So be it!;;;;;;;;;x 
EVTTOOLTIP3611;[This.GetTitledFirstName] is threatened with torture;;;;;;;;;x 
EVTDESC75065;[Root.job_treasurer.GetTitledFirstName]'s justice has brought peace to a troubled province. Fewer crimes are committed and fewer complaints are heard in the province. The peasants have never been happier!;;;;;;;;;x 
opinion_count_wrong_gov_vs_liege;Wrong Government Type;;;;;;;;;x 
opinion_excom_lifted;Lifted Excommunication;;;;;;;;;x 
CHAR_RELATION_CLOSE_DYNASTY;§Y$NAME$§! is a close member (§Y$REL$§!) of your Dynasty;;;;;;;;;x 
opinion_discovered_plotting;Discovered Backing a Plot;;;;;;;;;x 
STOP_BACKING_AMBITION_INTERACTION_0;Ask that §Y[Recipient.GetBestName]§W stop backing a plot.;;;;;;;;;x 
STOP_BACKING_AMBITION_INTERACTION_1;Ask that §Y[Recipient.GetTitledFirstName]§! stop backing §Y[ThirdPartyCharacter.GetTitledFirstName]'s§! plot to §Y$PLOT_NAME$§!.;;;;;;;;;x 
STOP_BACKING_AMBITION_INTERACTION_2;If [Recipient.GetSubjectPronoun] refuses, we have a reason to imprison [Recipient.GetObjectPronoun].;;;;;;;;;x 
temple_tax_0_option;None;;;;;;;;;x 
feudal_tax_1;Small Feudal Tax;;;;;;;;;x 
feudal_tax_2;Large Feudal Tax;;;;;;;;;x 
feudal_tax_3;Harsh Feudal Tax;;;;;;;;;x 
EVTOPTA70021;Glory to me;;;;;;;;;x 
EVTOPTA20291;I must report this to my liege!;;;;;;;;;x 
EVTOPTA20292;Expose [FromFrom.GetHerHim] immediately!;;;;;;;;;x 
EVTOPTA3657;[From.GetTitledFirstName] was not impressed;;;;;;;;;x 
EVTOPTB3657;[From.GetTitledFirstName] was really scared!;;;;;;;;;x 
EVTOPTC3657;[From.GetTitledFirstName] was angry at me!;;;;;;;;;x 
EVTDESC3607;It was horrifying but oddly satisfying to watch [From.GetTitledFirstName] demonstrate [From.GetHerHis] skills on a recently captured traitor. After demonstrating how much pain [From.GetSheHe] could cause before the man passed out, [From.GetSheHe] taught me how to cause maximum pain and damage but still keep the victim alive for several days, or even weeks.;;;;;;;;;x 
EVTOPTB3610;A great opportunity to test the brazen bull!;;;;;;;;;x 
EVTOPTC3610;What is wrong with me? This isn't who I am!;;;;;;;;;x 
EVTDESC38291;I am no longer able to torture another human being, no matter the reason. I have lost the Impaler trait.;;;;;;;;;x 
EVTOPTC3611;No, no, not the brazen bull!;;;;;;;;;x 
EVTOPTD3611;Not even the brazen bull can make me confess!;;;;;;;;;x 
EVTOPTB3615;...or maybe we should share a less bloody interest;;;;;;;;;x 
EVTDESC38292;I used to love the clang of a sword's blade against another and the satisfaction I felt after defeating my opponent. Not anymore. I have lost the Duelist trait;;;;;;;;;x 
EVTOPTA3625;Do you dare accept this challenge to a duel?;;;;;;;;;x 
EVTOPTB3625;I'm sorry! I don't want to fight!;;;;;;;;;x 
EVTOPTB3630;I have tired of this. Next time, I won't accept the challenge!;;;;;;;;;x 
EVTOPTB3635;Please don't hit me!;;;;;;;;;x 
EVTOPTC3625;Marshal [Root.job_marshal.GetTitledFirstName], take care of this duel for me!;;;;;;;;;x 
EVTDESC38293;The animals in the forest will from now on be safe from my bloodlust. I have lost the Hunter trait.;;;;;;;;;x 
EVTOPTD3650;I'll ask my son to take care of the boar;;;;;;;;;x 
EVTDESC3655;I overheard a conversation between two courtiers, they discussed how some in the court feared the Wild Hunt and laughed at how superstitious some can be. I decided to look into this and find out who this superstitious mind belonged to. Maybe I can have some fun with this fear of the Wild Hunt?;;;;;;;;;x 
EVTOPTF3655;A child of mine is afraid of the Wild Hunt!;;;;;;;;;x 
SAVEQUIT_TITLE;Save & Quit;;;;;;;;;x 
SAVEQUIT_DESC;Are you sure you want to Save & Quit to desktop?;;;;;;;;;x 
MENU_BAR_SAVE_AND_EXIT;Save & Quit;;;;;;;;;x 
MENU_BAR_SAVE_AND_EXIT_DEL;Does a Quick Save and then quits the game;;;;;;;;;x 
FE_EXIT;Quit;;;;;;;;;x 
NO_CREATE_BARON;Can only create barons in owned, minor baronies;;;;;;;;;x 
tut_0a_4;The realm view is where you can get a quick overview of your realm. Your vassals, economy, history and more. Click on the shield next to the portrait to find it. You can click the 'De Jure' checkbox to see the regions that are tied to your title by bonds that will never break.;;;;;;;;;x 
tut_0a_13;Piety. How the church sees you. Hover over the sum to see monthly gain or loss. Hover longer to see exactly what the sources are. You can also gain or lose piety from actions.;;;;;;;;;x 
tut_0a_17;Score. This is your dynasty's total score. The score is calculated by adding the prestige and piety of each of your rulers at the time of their death. This will determine your final rank.;;;;;;;;;x 
tut_0a_23;For different types of information, there are different map modes. We are in the terrain map mode right now. The independent map mode paints the name of the countries neatly over the map. If you zoom further in, the name of the individual provinces will pop up instead. Switch to the independent realms map mode now to see more defined borders.;;;;;;;;;x 
tut_0a_25;The game starts paused. You can do all of the aforementioned actions while the game is paused or unpaused. However, nothing will actually happen until you unpause.;;;;;;;;;x 
tut_0a_31;Alerts. These round icons show important things that need an action from you. It can be related to, for example, succession or diplomacy. Keeping an eye on them can make or break your fortunes, so ignore at your peril!;;;;;;;;;x 
#tut_1a_3;Provinces owned by religious holders, like bishops, will only give you money if their opinions of you are higher than their opinion of the Pope. Otherwise the money goes to him. Vassals other than bishops will always give you money, but you will get more if they like you.;;;;;;;;;x 
tut_2a_2;A ruler does not rule alone. You have access to five types of advisors that help you. The first advisor is the chancellor, who assists your ruler in the diplomatic field. Further you have the marshal, who is your resident military expert. Then you have the steward, who is in charge of your economy. The spymaster is responsible for keeping you safe from internal as well as external intrigue, and the chaplain is your guide in everything spiritual.;;;;;;;;;x 
tut_2a_3;These vassals can perform missions for you. The chancellor can for example forge claims on foreign lands, while the steward can bolster taxes, all for the benefit of your dynasty! They also add their stats to yours.;;;;;;;;;x 
tut_3a_2;Succession laws are what determines who you will play as next and what they will inherit. The most common start is that your eldest son will inherit most of your titles while your younger son(s) also gets their share. This kind of inheritance is called gavelkind.;;;;;;;;;x 
#tut_4a_4;To get started, right click your half-brother, Earl Miles of Atholl. You will find him at the bottom left of the family tab, under the header 'siblings'. You will see two icons. The left one will take you to his character screen. The right one is for diplomacy actions though, so click that. (The portrait you see here is just an example, not the actual Earl.);;;;;;;;;x 
######################################################################;;;;;;;;;;x 
#tut_1b_3;To prevent this from happening, make sure you keep under your demesne limit by handing out landed titles to your vassals. Click the realm view to continue.;;;;;;;;;x 
#tut_1b_4;Realm View;;;;;;;;;x 
#tut_1b_4;Settlements;;;;;;;;;x 
#tut_1b_4;Now, click a province to continue.;;;;;;;;;x 
#tut_1b_4;Settlements;;;;;;;;;x 
######################################################################;;;;;;;;;;x 
tut_4a_2;Diplomacy is what we call the interactions between characters. It can be to start wars or send a child off to be educated. Now, to find a number of characters who you can use different diplomatic options on, click the ruler portrait to continue.;;;;;;;;;x 
#tut_4a_4;To get started, right click your brother, Earl Máel Muire of Atholl. You will see two icons. The left one will take you to his character screen. The right one is for diplomacy related actions though, so click that. (The portrait you see here is just an example, no the actual Earl.);;;;;;;;;x 
#tut_4c_9;The first one, Mathilde, is a duchess of Toscana, duchess of Spoleto and heir to the county of Firenze. Not too shabby, let's go with her. Click her portrait to continue.;;;;;;;;;x 
######################################################################;;;;;;;;;;x 
tut_5a_9;This time, also let's raise some levies from a vassal. If you were going to war, you'd probably like to raise all available levies using the button towards the top. For this exercise we just need a few though, so raise the personal levies of the Earl of Fife.;;;;;;;;;x 
tut_5a_11;To gather them all in one place, select the new troops by clicking their shield and move them to the first troop by right clicking on the province. Unpause to continue.;;;;;;;;;x 
tut_5a_12;Merge;;;;;;;;;x 
#tut_5a_13; As soon as the second troop arrives, select both of them by clicking on one side and dragging a box around them. You'll first need to close the army details screen to see them both. Now you have a merge button over the info screen for the two armies. Click that to create one bigger army. ;;;;;;;;;x 
tut_5a_14;Fleet;;;;;;;;;x 
tut_5a_15;We also have ships available. Click the military tab.;;;;;;;;;x 
#tut_5a_16;To the right you can see a tab named Fleets. Click that and select to raise your personal fleet.;;;;;;;;;x 
tut_5a_17;Onto the Ships?;;;;;;;;;x 
tut_5a_18;To load your troops onto the ships, select the army and in the top bar you can see an embark button. ;;;;;;;;;x 
tut_5a_19;Right now that button is grey though. To find out why, click your ships.;;;;;;;;;x 
tut_5a_20;Ships;;;;;;;;;x 
#tut_5a_21;You have the organization bar, the disband unit button and the split (create new unit) button. Then you have information on the number of ships, and towards the bottom we have the load capacity. This is how many troops will fit on the ships in this fleet. 300 is unfortunately a smaller number than the number of men in your current army, so select the army again. ;;;;;;;;;x 
tut_5a_22;Splitting Troops;;;;;;;;;x 
tut_5a_23;Click the button to create a new unit. Click the transfer button on one of the troops to move it. ;;;;;;;;;x 
tut_5a_24;Onto the Ships;;;;;;;;;x 
#tut_5a_25;Now select one of the troops. The embark button is blue and useable, so click it. Ships move exactly like armies, so move this fleet to the neighboring sea province to the north, Moray Firth, to continue. Unpause after placing the move order and increase the speed to maximum to hasten the process.;;;;;;;;;x 
tut_5a_26;Off the Ships;;;;;;;;;x 
tut_5a_27;As soon as your ships arrive, let's offload the troops in the Moray province.;;;;;;;;;x 
tut_5a_28;Landing;;;;;;;;;x 
tut_5a_29;Make sure you have the ships selected, then click on the tab to the upper right to select the army. Now you can click on Moray to have the troops go ashore there.;;;;;;;;;x 
######################################################################;;;;;;;;;;x 
tut_menu_6;War;;;;;;;;;x 
tut_menu_6_description;Learn about claims, casus bellis, peace outcomes and war score;;;;;;;;;x 
tut_menu_5;Military and Combat;;;;;;;;;x 
tut_menu_5_description;Learn about units, levies, mercenaries, battles and sieges;;;;;;;;;x 
######################################################################;;;;;;;;;;x 
#tut_6a_6;Innse Gall to the east of Ross seems like a good target. It would be a nice addition to our border, plus his maximum numbers of levy is not very impressive. Click on the province.;;;;;;;;;x 
tut_6a_8;After reviewing the province stats, open the council screen.;;;;;;;;;x 
#tut_6a_10;Now let's send our chancellor out on a secret mission to fabricate claims. Click the fabricate claims button, then click on Søroyar to place the chancellor there.;;;;;;;;;x 
tut_6a_10a;Job Done;;;;;;;;;x 
tut_6a_10b;Now you got an event pop-up. It says you now have a claim on the province which means you can go to war over it. Read it and click 'Press the claim' to continue. ;;;;;;;;;x 
#tut_6a_12;Now it is time to actually declare war. So click on Søroyar again. Right click the portrait of their ruler and choose to go to diplomacy.;;;;;;;;;x 
tut_6a_14;Click on declare war. Now you'll see the casus belli we just arranged for. Click on claim Søroyar and hit send.;;;;;;;;;x 
######################################################################;;;;;;;;;;x 
tut_7a_2;Plotting allows you to pursue goals in a less confrontational way than direct war. Other people can also plot against you though, so you always need to be prepared. Click the intrigue tab to continue.;;;;;;;;;x 
######################################################################;;;;;;;;;;x 
tut_8a_2;Religion with all that implies, can have a big impact on what happens in your game. Crusades, piety and your own religious vassals will all play their part. The church head, which will be either a Pope, Caliph or an Ecumenical Patriarch, is the religious power for each of their religions. The Pope can not just start holy wars, he is also the one who can grant you a divorce for example. Click the religion tab to continue.;;;;;;;;;x 
######################################################################;;;;;;;;;;x 
tut_9b_2;The hierarchy in Crusader Kings is strict, and those down the chain of authority provide troops and taxes to the ones above them, regulated by laws. Click next to continue.;;;;;;;;;x 
######################################################################;;;;;;;;;;x 
EVTDESC3316;I found [From.GetTitledFirstName] in [From.GetHerHis] bedchamber, hiding from the sound of soldiers practising their sword fighting. I could not help but scorn [From.GetHerHis] cowardice.;;;;;;;;;x 
PLOT_UNCOVERED_LETTER;I have discovered a plot where $PLOTTER$ seeks to $PLOTNAME$.\n\nYour humble spymaster,\n$SPYMASTER$;;;;;;;;;x 
MINOR_PLOT_UNCOVERED_LETTER;I have discovered a plot where $PLOTTER$ seeks to $PLOTNAME$.\n\nYour humble spymaster,\n$SPYMASTER$;;;;;;;;;x 
EVTDESC3665;I was deeply absorbed in writing an ode to a nightingale when I was approached and asked if I could recite some of my poems for the court. Everyone had gathered inside to ride out the storm that had hit [Root.Location.GetName] so I had a fairly large audience.;;;;;;;;;x 
EVTOPTA3665;This is a poem about courtly love... *ahem*;;;;;;;;;x 
EVTOPTB3665;I think this poem about a sinful character will be entertaining...;;;;;;;;;x 
EVTOPTC3665;The life of a saint is always good material for poetry...;;;;;;;;;x 
EVTOPTD3665;You wouldn't appreciate my poems;;;;;;;;;x 
opinion_mildly_disappointed;Mildly disappointed;;;;;;;;;x 
opinion_liar;Liar;;;;;;;;;x 
opinion_sad;Sad;;;;;;;;;x 
CALL_ALLY_INTERACTION_LETTER_2;If we accept, we will be part of $WARLIST$;;;;;;;;;x 
EVTDESC38294;I cannot get the words to flow as they used to and the idea to write my thoughts in poetry has ceased to be a necessity. I have lost the Poet trait.;;;;;;;;;x 
EVTDESC3675;You must help me!' the courtier said, 'I need a poem for my sweetheart and I have no time to write it myself. Can you please help me?';;;;;;;;;x 
EVTOPTA3675;Of course! What kind do you want? An ode, a sonnet?;;;;;;;;;x 
EVTOPTB3675;For a small sum I would be happy to provide you with a love poem;;;;;;;;;x 
EVTOPTC3675;You should give your sweetheart a poem of your own!;;;;;;;;;x 
EVTDESC3676;[From.GetTitledFirstName] gave a piece of paper to one of the courtiers, who gave [From.GetHerHim] a kiss on the cheek before running of. Did my spouse [From.GetFirstName] just give a love poem to a courtier?;;;;;;;;;x 
EVTOPTA3676;It probably does not mean anything;;;;;;;;;x 
EVTOPTB3676;Why do I never get poems from [From.GetFirstName]?;;;;;;;;;x 
EVTTOOLTIP3677;[Root.GetTitledFirstName] misunderstood the situation;;;;;;;;;x 
EVTDESC3677;I hadn't really thought about the implications of giving a love poem to a courtier, no matter what that courtier would do with it. My [From.GetFirstName] misunderstand and believed it to have more significance than it had.;;;;;;;;;x 
EVTOPTA3677;Honey, the poem was for the courtier's sweetheart, no one else;;;;;;;;;x 
EVTOPTB3677;Do these earrings prove my love for you?;;;;;;;;;x 
EVTDESC3680;I gave the poem to my sweetheart and [Root.GetSheHeOpp] read it slowly while I waited patiently for [Root.GetHerHisOpp] reaction. The poem was lovely and my only regret was that I hadn't written it myself...;;;;;;;;;x 
EVTOPTA3680;[Root.GetSheHeCapOpp] kissed me when [Root.GetSheHeOpp] had read 'my' poem!;;;;;;;;;x 
EVTTOOLTIP3681;The real poet finds out about your little lie;;;;;;;;;x 
EVTOPTB3680;I had to tell [Root.GetHerHim] wherefrom I got the poem...;;;;;;;;;x 
EVTDESC3681;It took me a while to realize the poem everyone talked about was one of mine, [From.GetTitledFirstName] had mislead everyone and managed to seduce someone with the poem.;;;;;;;;;x 
EVTOPTA3681;Confront [From.GetTitledFirstName];;;;;;;;;x 
EVTTOOLTIP3682;is confronted about lying about the poem by [Root.GetTitledFirstName];;;;;;;;;x 
EVTOPTB3681;[From.GetSheHeCap] seduced my little girl!;;;;;;;;;x 
EVTOPTC3681;[From.GetSheHeCap] seduced my wife!;;;;;;;;;x 
EVTOPTD3681;Forgive [From.GetTitledFirstName];;;;;;;;;x 
EVTDESC3682;[From.GetTitledFirstName] confronted me about me telling people I had written the poem and I told [From.GetHerHim] I hadn't exactly told anyone I had written the poem. People had just assumed that because I had given the love poem to my sweetheart I had written it.;;;;;;;;;x 
EVTOPTA3682;I'm sorry, but I would do it again if I could!;;;;;;;;;x 
EVTDESC3683;I landed face first in the mud that covered the cell floor and tried to get up before the door closed. 'I did not give you that poem so you could go around seducing people with the help of it!', [From.GetTitledFirstName] snarled.;;;;;;;;;x 
EVTOPTA3683;Is this about your daughter? I'm sorry!;;;;;;;;;x 
EVTOPTB3683;I did not seduce your wife, she threw herself at me!;;;;;;;;;x 
EVTDESC3685;No matter how hard I try, I cannot think of anything that rhymes with orange! I must have lost my muse, my inspiration is absolutely gone. Oh woe is me, what shall I do?;;;;;;;;;x 
EVTOPTA3685;I will find a new muse!;;;;;;;;;x 
EVTTOOLTIP3686;finds a new muse for [This.GetHerHis] poetry;;;;;;;;;x 
EVTOPTB3685;My inspiration is gone, possibly forever!;;;;;;;;;x 
EVTOPTC3685;I... just... have to work harder!;;;;;;;;;x 
EVTDESC3686;A muse is something more than just inspiration, you must learn to love and cherish your muse or else [Root.GetSheHeOpp] will leave you and take the inspiration with [Root.GetHerHimOpp]. I found my muse when I set my eyes upon...;;;;;;;;;x 
EVTOPTA3686;...a courtier!;;;;;;;;;x 
EVTTOOLTIP3687;is approached by [Root.GetTitledFirstName] and asked to become [Root.GetHerHis] muse;;;;;;;;;x 
EVTOPTB3686;...my [Root.Spouse.GetFirstName]!;;;;;;;;;x 
EVTTOOLTIP64025;have fallen in love with [This.Spouse.GetFirstName];;;;;;;;;x 
EVTOPTC3686;No... I cannot live with [Root.GetHerHimOpp] as my muse...;;;;;;;;;x 
EVTDESC3687;Your eyes are... are like the sea a rainy day!' [From.GetTitledFirstName] told me and scribbled furiously with [From.GetHerHis] quill on the already ink stained paper.\n'You are my inspiration, my muse. I will cherish our love forever!' [From.GetTitledFirstName] added after finishing 'the greatest poem ever! For now, at least'.;;;;;;;;;x 
EVTOPTA3687;Well thank you!;;;;;;;;;x 
EVTOPTB3687;You disgust me!;;;;;;;;;x 
EVTDESC3688;My new muse [From.GetTitledFirstName] almost makes my quills burn with all the poems that want to be released unto paper!;;;;;;;;;x 
EVTOPTA3688;Keep my inspiration flowing and I'll love you forever!;;;;;;;;;x 
